entity,entity_method,value,match_phrase,match_method,match_is_entity
כוכב,מילוי,634,משכיל,מילוי,False
כוכב,מילוי,634,אדמור הזקן המגיד מליאזנא,מסתתר,False
כוכב,מילוי,634,אור הדרקון,מסתתר,False
כוכב,מילוי,634,הכל מדוייק אצל שאול,מסתתר,False
כוכב,מילוי,634,חוסל יחיא סינוואר מנהיג חמאס,מסתתר,False
כוכב,מילוי,634,יום שיבוש,מסתתר,False
כוכב,מילוי,634,מי משיח בן דוד,מסתתר,False
כוכב,מילוי,634,ניסוי עכברים,מסתתר,False
כוכב,מילוי,634,פני משיחך,מסתתר,False
כוכב,מילוי,634,קוד מציאות,מסתתר,False
כוכב,מילוי,634,אומר ועושה,רגיל,False
כוכב,מילוי,634,אל בני ישראל,רגיל,False
כוכב,מילוי,634,דוד תדר גבוה,רגיל,False
כוכב,מילוי,634,הוספתי חכמה,רגיל,False
כוכב,מילוי,634,הכל מדוייק אצל שאול,רגיל,False
כוכב,מילוי,634,זוגיות עם אלוהים,רגיל,False
כוכב,מילוי,634,חילוץ התודעה,רגיל,False
כוכב,מילוי,634,לא יעמוד איש בפניך,רגיל,False
כוכב,מילוי,634,לא יעמוד איש בפניך,רגיל,False
כוכב,מילוי,634,מראה למשיח,רגיל,False
כוכב,מילוי,634,ניסוי עכברים,רגיל,False
כוכב,מילוי,634,שמי הוא פלא פלאים,רגיל,False
כוכב,אלבם,920,דוד שרש יהודה ותמר,אלבם,False
כוכב,אלבם,920,לך אות וסימן,אלבם,False
כוכב,אלבם,920,קץ הנחש הנשיא ברק אובאמה,אלבם,False
כוכב,אלבם,920,אשתמש במתמטיקה,אתבש,False
כוכב,אלבם,920,הסוד האחרון,אתבש,False
כוכב,אלבם,920,חסידות ברסלב,אתבש,False
כוכב,אלבם,920,יודע סוד צמח דוד המלך,אתבש,False
כוכב,אלבם,920,רוח אלהים תנוח עלי,אתבש,False
כוכב,אלבם,920,שאגת הארי,גדול,False
כוכב,אלבם,920,שאול המלך בו,גדול,False
כוכב,אלבם,920,שנת לפני,גדול,False
כוכב,אלבם,920,השמטה של א להים,מסתתר,False
כוכב,אלבם,920,שמו בישראל,מסתתר,False
כוכב,אלבם,920,שאגת הארי,רגיל,False
כוכב,אלבם,920,שנת לפני,רגיל,False
כיפת ברזל,סידורי,101,דעת עמלק,אלבם,False
כיפת ברזל,סידורי,101,לאה,אלבם,True
כיפת ברזל,סידורי,101,עוצר,אלבם,False
כיפת ברזל,סידורי,101,רמז,אלבם,False
כיפת ברזל,סידורי,101,דת,אתבש,False
כיפת ברזל,סידורי,101,שמיני,אתבש,False
כיפת ברזל,סידורי,101,שנה,אתבש,True
כיפת ברזל,סידורי,101,יהלל יהוה,גדול,False
כיפת ברזל,סידורי,101,מיכאל,גדול,True
כיפת ברזל,סידורי,101,מלאכי,גדול,False
כיפת ברזל,סידורי,101,מלוכה,גדול,False
כיפת ברזל,סידורי,101,זמן הגאולה,מסתתר,True
כיפת ברזל,סידורי,101,יבנה,מסתתר,False
כיפת ברזל,סידורי,101,כי יד על כס יה,מסתתר,False
כיפת ברזל,סידורי,101,אהיה שלח אותי,סידורי,False
כיפת ברזל,סידורי,101,אלוהים אוהב אותך,סידורי,False
כיפת ברזל,סידורי,101,אלוהים אוהב אותך,סידורי,False
כיפת ברזל,סידורי,101,אני כלום והכל,סידורי,False
כיפת ברזל,סידורי,101,אתחול העולם,סידורי,False
כיפת ברזל,סידורי,101,ביאת אליהו הנביא,סידורי,False
כיפת ברזל,סידורי,101,בית מקדשי,סידורי,False
כיפת ברזל,סידורי,101,גאולתך אתבש,סידורי,False
כיפת ברזל,סידורי,101,דלילה אסתר,סידורי,False
כיפת ברזל,סידורי,101,האות יוד של דוד,סידורי,False
כיפת ברזל,סידורי,101,הארת נשמה,סידורי,False
כיפת ברזל,סידורי,101,הנחש בזמן הזה,סידורי,False
כיפת ברזל,סידורי,101,ולקץ ימים,סידורי,False
כיפת ברזל,סידורי,101,ושמך קדוש,סידורי,False
כיפת ברזל,סידורי,101,זיו השכינה ל,סידורי,False
כיפת ברזל,סידורי,101,חזרת השץ,סידורי,False
כיפת ברזל,סידורי,101,יהוה יפתיע,סידורי,False
כיפת ברזל,סידורי,101,ימליכו אותי,סידורי,False
כיפת ברזל,סידורי,101,כתר יוסף,סידורי,False
כיפת ברזל,סידורי,101,מי אני בזמן הזה,סידורי,False
כיפת ברזל,סידורי,101,מי משיח יהוה,סידורי,False
כיפת ברזל,סידורי,101,מיהו עבדך היום,סידורי,False
כיפת ברזל,סידורי,101,מצאנו אותנו,סידורי,False
כיפת ברזל,סידורי,101,משכן הקבע,סידורי,False
כיפת ברזל,סידורי,101,סוד עץ דעת,סידורי,False
כיפת ברזל,סידורי,101,סוף הנשים,סידורי,False
כיפת ברזל,סידורי,101,עולם המחשבה,סידורי,False
כיפת ברזל,סידורי,101,עצמות יהוה,סידורי,False
כיפת ברזל,סידורי,101,ערמונית,סידורי,False
כיפת ברזל,סידורי,101,פריעת חוב,סידורי,False
כיפת ברזל,סידורי,101,פרצופים,סידורי,False
כיפת ברזל,סידורי,101,צור תפול,סידורי,False
כיפת ברזל,סידורי,101,קול שופר,סידורי,False
כיפת ברזל,סידורי,101,רגלי מבשר,סידורי,False
כיפת ברזל,סידורי,101,שירת הבאר,סידורי,False
כיפת ברזל,סידורי,101,שמו הפרטי,סידורי,False
כיפת ברזל,סידורי,101,תדר קדושה,סידורי,False
כיפת ברזל,סידורי,101,תורה נקיה,סידורי,False
כיפת ברזל,סידורי,101,יהלל יהוה,רגיל,False
כיפת ברזל,סידורי,101,מיכאל,רגיל,True
כיפת ברזל,סידורי,101,מלאכי,רגיל,False
כיפת ברזל,סידורי,101,מלוכה,רגיל,False
כיפת ברזל,אתבש,470,אהיה,אלבם,True
כיפת ברזל,אתבש,470,ויקמו,אלבם,False
כיפת ברזל,אתבש,470,כאב,אלבם,True
כיפת ברזל,אתבש,470,דויד המלך,אתבש,False
כיפת ברזל,אתבש,470,החזרת חטופים,אתבש,False
כיפת ברזל,אתבש,470,חלום יהוה,אתבש,False
כיפת ברזל,אתבש,470,יהלל יהוה,אתבש,False
כיפת ברזל,אתבש,470,סוד עצם הלוז,אתבש,False
כיפת ברזל,אתבש,470,שבועות,אתבש,True
כיפת ברזל,אתבש,470,עת,גדול,False
כיפת ברזל,אתבש,470,עמלק,מילוי,True
כיפת ברזל,אתבש,470,הכל מאת יהוה,מסתתר,False
כיפת ברזל,אתבש,470,יוסף קדוש,מסתתר,False
כיפת ברזל,אתבש,470,תהילים,מסתתר,True
כיפת ברזל,אתבש,470,תפילין,מסתתר,True
כיפת ברזל,אתבש,470,בן אוני,קדמי,False
כיפת ברזל,אתבש,470,נשים סוד,רגיל,False
כיפת ברזל,אתבש,470,עת,רגיל,False
כיפת ברזל,רגיל,749,מושיע אמתי,אלבם,False
כיפת ברזל,גדול,749,מושיע אמתי,אלבם,False
כיפת ברזל,גדול,749,מַלְכֵי ־אֶ֗רֶץ,אלבם,False
כיפת ברזל,רגיל,749,מַלְכֵי ־אֶ֗רֶץ,אלבם,False
כיפת ברזל,רגיל,749,מלכי ארץ,אלבם,False
כיפת ברזל,גדול,749,מלכי ארץ,אלבם,False
כיפת ברזל,גדול,749,המשחק אינסופי,אתבש,False
כיפת ברזל,רגיל,749,המשחק אינסופי,אתבש,False
כיפת ברזל,גדול,749,נביא,אתבש,True
כיפת ברזל,רגיל,749,נביא,אתבש,True
כיפת ברזל,גדול,749,סוד בית מקדש שלישי,אתבש,False
כיפת ברזל,רגיל,749,סוד בית מקדש שלישי,אתבש,False
כיפת ברזל,רגיל,749,חמת אש,גדול,False
כיפת ברזל,גדול,749,חמת אש,גדול,False
כיפת ברזל,רגיל,749,הסכנה מצפון,מילוי,False
כיפת ברזל,גדול,749,הסכנה מצפון,מילוי,False
כיפת ברזל,רגיל,749,חמת אש,רגיל,False
כיפת ברזל,גדול,749,חמת אש,רגיל,False
כיפת ברזל,מסתתר,814,אלהים ישלח,אלבם,False
כיפת ברזל,מסתתר,814,בראק אובאמה הנחש האחרון,אלבם,False
כיפת ברזל,מסתתר,814,הצמח דויד בעתה,אלבם,False
כיפת ברזל,מסתתר,814,כט בנובמבר,אלבם,False
כיפת ברזל,מסתתר,814,צמח דוד עבדך,אלבם,False
כיפת ברזל,מסתתר,814,אגו תיקון,אתבש,False
כיפת ברזל,מסתתר,814,בצלמך אני,אתבש,False
כיפת ברזל,מסתתר,814,חושך,גדול,True
כיפת ברזל,מסתתר,814,חשוך,גדול,False
כיפת ברזל,מסתתר,814,נשמת דויד,גדול,False
כיפת ברזל,מסתתר,814,שרש דוד,גדול,False
כיפת ברזל,מסתתר,814,וישב,מילוי,False
כיפת ברזל,מסתתר,814,שבוי,מילוי,False
כיפת ברזל,מסתתר,814,שדי,מילוי,True
כיפת ברזל,מסתתר,814,בראק אובאמה עלי חאמינאי,מסתתר,False
כיפת ברזל,מסתתר,814,בָּרָאק אוֹבָּאמָה עֲלִי חַאמִינַאי,מסתתר,False
כיפת ברזל,מסתתר,814,המגפה השקטה,מסתתר,False
כיפת ברזל,מסתתר,814,יחשוף בימינו,מסתתר,False
כיפת ברזל,מסתתר,814,מלחמת החרמה,מסתתר,False
כיפת ברזל,מסתתר,814,נפש משיחך,מסתתר,False
כיפת ברזל,מסתתר,814,ארבה,קדמי,False
כיפת ברזל,מסתתר,814,נשמת דויד,רגיל,False
כיפת ברזל,מסתתר,814,שרש דוד,רגיל,False
כיפת ברזל,אלבם,866,אתה השליח לגאולתנו,אלבם,False
כיפת ברזל,אלבם,866,בז באדר מת משה ובז באדר נולד,אלבם,False
כיפת ברזל,אלבם,866,מחיה המתים,אלבם,False
כיפת ברזל,אלבם,866,משה הוא אברהם אבינו,אלבם,False
כיפת ברזל,אלבם,866,עת המקדש השלישי,אלבם,False
כיפת ברזל,אלבם,866,צמח דוד משרש יהודה ותמר,אתבש,False
כיפת ברזל,אלבם,866,אור לגויים,גדול,False
כיפת ברזל,אלבם,866,בית מקדשי,גדול,False
כיפת ברזל,אלבם,866,הוא צמח בן דוד,גדול,False
כיפת ברזל,אלבם,866,מלחמה גרעינית,גדול,False
כיפת ברזל,אלבם,866,עת הגאולה,מילוי,False
כיפת ברזל,אלבם,866,עתי אלהים,מילוי,False
כיפת ברזל,אלבם,866,אני צמח המלך דויד בן ישי,מסתתר,False
כיפת ברזל,אלבם,866,דויד מלך ישראל חי וקיים,מסתתר,False
כיפת ברזל,אלבם,866,לחפש משיח,מסתתר,False
כיפת ברזל,אלבם,866,תשעה ערי מקלט,מסתתר,False
כיפת ברזל,אלבם,866,אריה,קדמי,True
כיפת ברזל,אלבם,866,הארי,קדמי,False
כיפת ברזל,אלבם,866,יראה,קדמי,False
כיפת ברזל,אלבם,866,בית מקדשי,רגיל,False
כיפת ברזל,אלבם,866,מלחמה גרעינית,רגיל,False
כיפת ברזל,אלבם,866,סוף תדר נמוך,רגיל,False
כיפת ברזל,מילוי,1680,בקע ים ויעבירם,גדול,False
כיפת ברזל,מילוי,1680,בשורת הגאלה לישראל מילוי ללא,גדול,False
כיפת ברזל,מילוי,1680,יום שכולו שבת,גדול,False
כיפת ברזל,מילוי,1680,מלחמת אחים בישראל,גדול,False
כיפת ברזל,מילוי,1680,מלחמת אחים בישראל,גדול,False
כיפת ברזל,מילוי,1680,בן ישי בזמן הזה,מילוי,False
כיפת ברזל,מילוי,1680,זכות ישראל,מילוי,False
כיפת ברזל,מילוי,1680,חורבן עזה,מילוי,False
כיפת ברזל,מילוי,1680,מתי תגלה סוד,מילוי,False
כיפת ברזל,מילוי,1680,יום הדין בחודש הבא,קדמי,False
כיפת ברזל,קדמי,2961,מה אדיר שמך בכל הארץ את בש,גדול,False
כיפת ברזל,קדמי,2961,לי כתר דויד המלך,קדמי,False
כסא,סידורי,27,שקר,אלבם,True
כסא,סידורי,27,מספר,אתבש,False
כסא,סידורי,27,גול,מסתתר,False
כסא,סידורי,27,גל,מסתתר,False
כסא,סידורי,27,לוט,מסתתר,False
כסא,סידורי,27,אור,סידורי,True
כסא,סידורי,27,גאולה,סידורי,True
כסא,סידורי,27,חסד,סידורי,True
כסא,סידורי,27,חק,סידורי,False
כסא,סידורי,27,ככה,סידורי,False
כסא,סידורי,27,לוט,סידורי,False
כסא,סידורי,27,מוח,סידורי,True
כסא,סידורי,27,נביא,סידורי,True
כסא,גדול,81,בבל,אלבם,True
כסא,רגיל,81,בבל,אלבם,True
כסא,רגיל,81,מתחם,אתבש,False
כסא,גדול,81,מתחם,אתבש,False
כסא,גדול,81,אנכי,גדול,False
כסא,רגיל,81,אנכי,גדול,False
כסא,רגיל,81,ולגאולה,גדול,False
כסא,גדול,81,ולגאולה,גדול,False
כסא,רגיל,81,זה פלא,מסתתר,False
כסא,גדול,81,זה פלא,מסתתר,False
כסא,גדול,81,נזם זהב,מסתתר,False
כסא,רגיל,81,נזם זהב,מסתתר,False
כסא,גדול,81,אגו תיקון,סידורי,False
כסא,רגיל,81,אגו תיקון,סידורי,False
כסא,גדול,81,אור לגויים,סידורי,False
כסא,רגיל,81,אור לגויים,סידורי,False
כסא,רגיל,81,אשיש ביהוה,סידורי,False
כסא,גדול,81,אשיש ביהוה,סידורי,False
כסא,גדול,81,בן פרצי,סידורי,False
כסא,רגיל,81,בן פרצי,סידורי,False
כסא,רגיל,81,בצלמך אני,סידורי,False
כסא,גדול,81,בצלמך אני,סידורי,False
כסא,רגיל,81,דוד המלך כאן,סידורי,False
כסא,גדול,81,דוד המלך כאן,סידורי,False
כסא,גדול,81,דויד בן ישי,סידורי,False
כסא,רגיל,81,דויד בן ישי,סידורי,False
כסא,רגיל,81,הוא צמח בן דוד,סידורי,False
כסא,גדול,81,הוא צמח בן דוד,סידורי,False
כסא,גדול,81,היום הרת,סידורי,False
כסא,רגיל,81,היום הרת,סידורי,False
כסא,רגיל,81,הפך הגלות,סידורי,False
כסא,גדול,81,הפך הגלות,סידורי,False
כסא,רגיל,81,הרמז והסוד,סידורי,False
כסא,גדול,81,הרמז והסוד,סידורי,False
כסא,גדול,81,והיא שעמדה,סידורי,False
כסא,רגיל,81,והיא שעמדה,סידורי,False
כסא,רגיל,81,ויריצוהו,סידורי,False
כסא,גדול,81,ויריצוהו,סידורי,False
כסא,רגיל,81,יהוה יחזיר,סידורי,False
כסא,גדול,81,יהוה יחזיר,סידורי,False
כסא,גדול,81,יום משיח,סידורי,False
כסא,רגיל,81,יום משיח,סידורי,False
כסא,גדול,81,כח קפלן,סידורי,False
כסא,רגיל,81,כח קפלן,סידורי,False
כסא,רגיל,81,לי הבשורה,סידורי,False
כסא,גדול,81,לי הבשורה,סידורי,False
כסא,גדול,81,מאכל האמונה,סידורי,False
כסא,רגיל,81,מאכל האמונה,סידורי,False
כסא,רגיל,81,מגדל שמס,סידורי,False
כסא,גדול,81,מגדל שמס,סידורי,False
כסא,רגיל,81,ממלכתי,סידורי,False
כסא,גדול,81,ממלכתי,סידורי,False
כסא,רגיל,81,משיחי יבוא,סידורי,False
כסא,גדול,81,משיחי יבוא,סידורי,False
כסא,רגיל,81,נשיא הדור,סידורי,False
כסא,גדול,81,נשיא הדור,סידורי,False
כסא,גדול,81,סוד דויד עבדי,סידורי,False
כסא,רגיל,81,סוד דויד עבדי,סידורי,False
כסא,רגיל,81,עזר כנגדו,סידורי,False
כסא,גדול,81,עזר כנגדו,סידורי,False
כסא,גדול,81,עמלק גאווה,סידורי,False
כסא,רגיל,81,עמלק גאווה,סידורי,False
כסא,רגיל,81,עשה אותי,סידורי,False
כסא,גדול,81,עשה אותי,סידורי,False
כסא,גדול,81,ראה את האור,סידורי,False
כסא,רגיל,81,ראה את האור,סידורי,False
כסא,רגיל,81,ראש חודש,סידורי,False
כסא,גדול,81,ראש חודש,סידורי,False
כסא,גדול,81,רבי נחמן,סידורי,True
כסא,רגיל,81,רבי נחמן,סידורי,True
כסא,רגיל,81,רעיה כהן,סידורי,False
כסא,גדול,81,רעיה כהן,סידורי,False
כסא,רגיל,81,שאול המלך,סידורי,False
כסא,גדול,81,שאול המלך,סידורי,False
כסא,רגיל,81,שבע מאות,סידורי,False
כסא,גדול,81,שבע מאות,סידורי,False
כסא,גדול,81,שורש אחד,סידורי,False
כסא,רגיל,81,שורש אחד,סידורי,False
כסא,גדול,81,אנכי,רגיל,False
כסא,רגיל,81,אנכי,רגיל,False
כסא,רגיל,81,ולגאולה,רגיל,False
כסא,גדול,81,ולגאולה,רגיל,False
כסא,מסתתר,99,אדר,אלבם,True
כסא,מסתתר,99,רצון,אלבם,False
כסא,מסתתר,99,הקץ,אתבש,False
כסא,מסתתר,99,משל עמים,אתבש,False
כסא,מסתתר,99,סתום,אתבש,False
כסא,מסתתר,99,תשפה,אתבש,False
כסא,מסתתר,99,בא סוד יהוה,גדול,False
כסא,מסתתר,99,אפס,מסתתר,False
כסא,מסתתר,99,מלחמה,מסתתר,True
כסא,מסתתר,99,אחדות פשוטה,סידורי,False
כסא,מסתתר,99,איש הניסים,סידורי,False
כסא,מסתתר,99,אמת לאמיתה,סידורי,False
כסא,מסתתר,99,אנקי ואנליל,סידורי,False
כסא,מסתתר,99,בראשית ברא,סידורי,False
כסא,מסתתר,99,בשורה בעתה,סידורי,False
כסא,מסתתר,99,הצמח בימינו,סידורי,False
כסא,מסתתר,99,ויגש אליו יהודה,סידורי,False
כסא,מסתתר,99,חרבות ברזל,סידורי,False
כסא,מסתתר,99,טורקיה יון,סידורי,False
כסא,מסתתר,99,יחסי ציבור,סידורי,False
כסא,מסתתר,99,כי כולם ידעו,סידורי,False
כסא,מסתתר,99,לב טהור ברא לי,סידורי,False
כסא,מסתתר,99,למצוא את יהוה,סידורי,False
כסא,מסתתר,99,מועדו האחרון,סידורי,False
כסא,מסתתר,99,מועדו האחרון,סידורי,False
כסא,מסתתר,99,מועדו האחרון,סידורי,False
כסא,מסתתר,99,מחיה המתים,סידורי,False
כסא,מסתתר,99,מיהו בן דויד אני,סידורי,False
כסא,מסתתר,99,מפתח לגאולה,סידורי,False
כסא,מסתתר,99,משיח ר יפ,סידורי,False
כסא,מסתתר,99,מתקפות,סידורי,False
כסא,מסתתר,99,סוף לאשליה,סידורי,False
כסא,מסתתר,99,ספינרים,סידורי,False
כסא,מסתתר,99,עמל התורה,סידורי,False
כסא,מסתתר,99,פתח תקוה,סידורי,False
כסא,מסתתר,99,קוד מציאות,סידורי,False
כסא,מסתתר,99,קמא קמא בטיל,סידורי,False
כסא,מסתתר,99,קרע שטן,סידורי,False
כסא,מסתתר,99,שכבת זרע,סידורי,False
כסא,מסתתר,99,שכל נעלם,סידורי,False
כסא,מסתתר,99,שֵׁם יְהוָה אֱלֹהֶיךָ,סידורי,False
כסא,מסתתר,99,שר התורה,סידורי,False
כסא,מסתתר,99,בא סוד יהוה,רגיל,False
כסא,מסתתר,99,טילים,רגיל,True
כסא,קדמי,331,שבת הגדול,אלבם,False
כסא,מילוי,331,שבת הגדול,אלבם,False
כסא,קדמי,331,היום הנסתר,אתבש,False
כסא,מילוי,331,היום הנסתר,אתבש,False
כסא,קדמי,331,אני האדריכל,גדול,False
כסא,מילוי,331,אני האדריכל,גדול,False
כסא,מילוי,331,כט בנובמבר,גדול,False
כסא,קדמי,331,כט בנובמבר,גדול,False
כסא,קדמי,331,העבור,מסתתר,False
כסא,מילוי,331,העבור,מסתתר,False
כסא,קדמי,331,יהו'ה מלך יהו'ה מלך יהו'ה ימלך לעלם ועד,מסתתר,False
כסא,מילוי,331,יהו'ה מלך יהו'ה מלך יהו'ה ימלך לעלם ועד,מסתתר,False
כסא,מילוי,331,יהוה מלך יהוה מלך יהוה ימלך לעלם ועד,מסתתר,False
כסא,קדמי,331,יהוה מלך יהוה מלך יהוה ימלך לעלם ועד,מסתתר,False
כסא,מילוי,331,בחרתי אותך לגאול את עם ישראל -רת סת,סידורי,False
כסא,קדמי,331,בחרתי אותך לגאול את עם ישראל -רת סת,סידורי,False
כסא,קדמי,331,מטולה,קדמי,False
כסא,מילוי,331,מטולה,קדמי,False
כסא,קדמי,331,אין רע,רגיל,False
כסא,מילוי,331,אין רע,רגיל,False
כסא,קדמי,331,אני האדריכל,רגיל,False
כסא,מילוי,331,אני האדריכל,רגיל,False
כסא,מילוי,331,כט בנובמבר,רגיל,False
כסא,קדמי,331,כט בנובמבר,רגיל,False
כסא,קדמי,331,מיהו האחרון,רגיל,False
כסא,מילוי,331,מיהו האחרון,רגיל,False
כסא,אלבם,434,ראשון ואחרון,אלבם,False
כסא,אלבם,434,רִאשׁוֹן וְאַחֲרוֹן,אלבם,False
כסא,אלבם,434,הברית,אתבש,False
כסא,אלבם,434,פשט רמז דרש סוד,אתבש,False
כסא,אלבם,434,"פשט, רמז,דרש, סוד",אתבש,False
כסא,אלבם,434,שכינה רגיל,אתבש,False
כסא,אלבם,434,אהבת יהוה,גדול,False
כסא,אלבם,434,המשפט,גדול,False
כסא,אלבם,434,מי משיח יהוה,גדול,False
כסא,אלבם,434,סוד משיחו,גדול,False
כסא,אלבם,434,דעאש,מסתתר,False
כסא,אלבם,434,דרקון,מסתתר,False
כסא,אלבם,434,ההבטחה תתקיים,מסתתר,False
כסא,אלבם,434,רעש אדמה,מסתתר,False
כסא,אלבם,434,אני בוטח בך,קדמי,False
כסא,אלבם,434,אדם דוד שלמה,רגיל,False
כסא,אלבם,434,אהבת יהוה,רגיל,False
כסא,אלבם,434,אלהים ישלח,רגיל,False
כסא,אלבם,434,המשיח כאן,רגיל,False
כסא,אלבם,434,המשפט,רגיל,False
כסא,אלבם,434,מי משיח יהוה,רגיל,False
כסא,אלבם,434,משיח בן דויד,רגיל,False
כסא,אלבם,434,סוד משיחו,רגיל,False
כסא,אלבם,434,צמח דויד בכי לה המלוכה,רגיל,False
כסא,אתבש,438,אור ישר,אלבם,False
כסא,אתבש,438,גאולה קרובה,אלבם,False
כסא,אתבש,438,גאל אחרון בעתה,אלבם,False
כסא,אתבש,438,מחית עמלק,אלבם,False
כסא,אתבש,438,משפחתי,אלבם,False
כסא,אתבש,438,שפלות בטול,אלבם,False
כסא,אתבש,438,סמאל,אתבש,False
כסא,אתבש,438,שב למקדש,אתבש,False
כסא,אתבש,438,יחיד אתה,גדול,False
כסא,אתבש,438,סוד משיחי,גדול,False
כסא,אתבש,438,סודי משיח,גדול,False
כסא,אתבש,438,ביום קראנו,מסתתר,False
כסא,אתבש,438,היום הרת,מסתתר,False
כסא,אתבש,438,יחיד אתה,רגיל,False
כסא,אתבש,438,סוד משיחי,רגיל,False
כסא,אתבש,438,סודי משיח,רגיל,False
כסא הכבוד,סידורי,55,מסתתר,אלבם,False
כסא הכבוד,סידורי,55,צים,אתבש,False
כסא הכבוד,סידורי,55,דנא,גדול,True
כסא הכבוד,סידורי,55,הגל הזה,גדול,False
כסא הכבוד,סידורי,55,אליהו,מסתתר,True
כסא הכבוד,סידורי,55,אליהו ק,מסתתר,False
כסא הכבוד,סידורי,55,גילוי,מסתתר,True
כסא הכבוד,סידורי,55,המלך,מסתתר,False
כסא הכבוד,סידורי,55,עץ החיים,מסתתר,True
כסא הכבוד,סידורי,55,אביתר,סידורי,False
כסא הכבוד,סידורי,55,אעבודך באהבה,סידורי,False
כסא הכבוד,סידורי,55,אעבודך באהבה,סידורי,False
כסא הכבוד,סידורי,55,בימינו,סידורי,False
כסא הכבוד,סידורי,55,בשנה הבאה,סידורי,False
כסא הכבוד,סידורי,55,גאולתך,סידורי,False
כסא הכבוד,סידורי,55,גוג יעלה,סידורי,False
כסא הכבוד,סידורי,55,דוד המלך,סידורי,False
כסא הכבוד,סידורי,55,הריון,סידורי,False
כסא הכבוד,סידורי,55,השכמה,סידורי,False
כסא הכבוד,סידורי,55,זרימה,סידורי,False
כסא הכבוד,סידורי,55,חסד דין,סידורי,False
כסא הכבוד,סידורי,55,יהוה אדני,סידורי,False
כסא הכבוד,סידורי,55,יוד בטבת,סידורי,False
כסא הכבוד,סידורי,55,יצחק,סידורי,True
כסא הכבוד,סידורי,55,מאוהב ביהוה,סידורי,False
כסא הכבוד,סידורי,55,מעשה,סידורי,False
כסא הכבוד,סידורי,55,משיח בא,סידורי,False
כסא הכבוד,סידורי,55,נבחרך,סידורי,False
כסא הכבוד,סידורי,55,נשר,סידורי,True
כסא הכבוד,סידורי,55,עולם הבא,סידורי,True
כסא הכבוד,סידורי,55,קבלת,סידורי,False
כסא הכבוד,סידורי,55,קדושה,סידורי,True
כסא הכבוד,סידורי,55,קץ הדאגה,סידורי,False
כסא הכבוד,סידורי,55,קרבן,סידורי,True
כסא הכבוד,סידורי,55,ראמש,סידורי,False
כסא הכבוד,סידורי,55,רחמן,סידורי,False
כסא הכבוד,סידורי,55,רכבת,סידורי,False
כסא הכבוד,סידורי,55,רפיח,סידורי,False
כסא הכבוד,סידורי,55,שם י ה ו,סידורי,False
כסא הכבוד,סידורי,55,שמש,סידורי,True
כסא הכבוד,סידורי,55,תמר,סידורי,True
כסא הכבוד,סידורי,55,זוג,קדמי,False
כסא הכבוד,סידורי,55,י,קדמי,False
כסא הכבוד,סידורי,55,דנא,רגיל,True
כסא הכבוד,סידורי,55,הגל הזה,רגיל,False
כסא הכבוד,גדול,118,נסראללה,אלבם,False
כסא הכבוד,רגיל,118,נסראללה,אלבם,False
כסא הכבוד,רגיל,118,סוף לשקר,אלבם,False
כסא הכבוד,גדול,118,סוף לשקר,אלבם,False
כסא הכבוד,רגיל,118,מפלת עמלקי,אתבש,False
כסא הכבוד,גדול,118,מפלת עמלקי,אתבש,False
כסא הכבוד,רגיל,118,מפלת עמלקי,אתבש,False
כסא הכבוד,גדול,118,מפלת עמלקי,אתבש,False
כסא הכבוד,גדול,118,בימינו,גדול,False
כסא הכבוד,רגיל,118,בימינו,גדול,False
כסא הכבוד,גדול,118,יועץ למלך,מסתתר,False
כסא הכבוד,רגיל,118,יועץ למלך,מסתתר,False
כסא הכבוד,גדול,118,לוק,מסתתר,False
כסא הכבוד,רגיל,118,לוק,מסתתר,False
כסא הכבוד,גדול,118,עמלק גאווה,מסתתר,False
כסא הכבוד,רגיל,118,עמלק גאווה,מסתתר,False
כסא הכבוד,גדול,118,פוטין,מסתתר,True
כסא הכבוד,רגיל,118,פוטין,מסתתר,True
כסא הכבוד,רגיל,118,פליאדים,מסתתר,False
כסא הכבוד,גדול,118,פליאדים,מסתתר,False
כסא הכבוד,גדול,118,קול,מסתתר,False
כסא הכבוד,רגיל,118,קול,מסתתר,False
כסא הכבוד,גדול,118,קול י,מסתתר,False
כסא הכבוד,רגיל,118,קול י,מסתתר,False
כסא הכבוד,גדול,118,אלהים סימטרי,סידורי,False
כסא הכבוד,רגיל,118,אלהים סימטרי,סידורי,False
כסא הכבוד,גדול,118,אליהו הנביא יתגלה,סידורי,False
כסא הכבוד,רגיל,118,אליהו הנביא יתגלה,סידורי,False
כסא הכבוד,רגיל,118,אני ראשון ואני,סידורי,False
כסא הכבוד,גדול,118,אני ראשון ואני,סידורי,False
כסא הכבוד,רגיל,118,אתה תהלל אותי,סידורי,False
כסא הכבוד,גדול,118,אתה תהלל אותי,סידורי,False
כסא הכבוד,גדול,118,ביאת בן דוד בזמן הזה,סידורי,False
כסא הכבוד,רגיל,118,ביאת בן דוד בזמן הזה,סידורי,False
כסא הכבוד,רגיל,118,בית הבחירה ירד,סידורי,False
כסא הכבוד,גדול,118,בית הבחירה ירד,סידורי,False
כסא הכבוד,גדול,118,בנימן זאב הרצל,סידורי,False
כסא הכבוד,רגיל,118,בנימן זאב הרצל,סידורי,False
כסא הכבוד,גדול,118,דיוויד פרידמן,סידורי,False
כסא הכבוד,רגיל,118,דיוויד פרידמן,סידורי,False
כסא הכבוד,רגיל,118,הבית השלישי,סידורי,False
