id,original_phrase,source,resolved_corpus_role,method_mention_type,n_distinct_canonical_methods,multi_method_flag,method_mentioned,canonical_method_id,research_expression,claimed_value,instruction_confidence,verification_state,has_engine_verified_mismatch,has_engine_verified_match,candidate_labels,temporal_markers,issue_group
aefcfc94-6a02-4ff9-af98-3b40103ca28c,צמח דוד ב1335-אתבש -לפי אחד,excel_import,archival_raw,multi_method_instruction,1,yes,אתבש,רגיל,צמח דוד ב,1335,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
af442225-bf44-40f8-aac7-0ec096b9c252,ביאת הגאל 1335 1290- גדול ואותיות -לפי אחד,excel_import,archival_raw,multi_method_instruction,1,yes,גדול,רגיל,ביאת הגאל 1335,1290,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
afce07dc-f050-408a-9a81-b2dda473b587,באחישנה עד ט בטבת 781 - אתבש =פי 5,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,באחישנה עד ט בטבת,781,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
b092da60-db16-4f75-a5c1-f427bd5fc47c,המשיח 477- מילו - 2480 מילוי ללא - 676 אלבם,excel_import,thematic_corpus,multi_method_instruction,2,yes,מילוי|אלבם,רגיל|אלבם,המשיח 477- מילו|ללא - 676,2480|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
b12574cb-0aa3-4946-87eb-a77896411ea6,חוכמת סופרים תסרח = 3333 מילוי רגיל,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,חוכמת סופרים תסרח =|חוכמת סופרים תסרח =,3333|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
b1741e61-6135-4d89-83fb-a5841ebca09d,אתה נבחרת- רגיל -12020- מילוי ללא -פי 5,excel_import,research_vocabulary,multi_method_instruction,2,yes,רגיל|מילוי,רגיל|מילוי,אתה נבחרת|12020,12020|,high|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
b184a780-9595-43af-8bd8-dd663c6b2727,רצון יהוה משיח צדק ב2015 -משולש,excel_import,thematic_corpus,multi_method_instruction,1,yes,משולש,רגיל,רצון יהוה משיח צדק ב,2015,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
b29a92e1-aff5-44a3-8a1c-934c05da7e42,יוקר המחיה = 386 רגיל ומילים,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,יוקר המחיה =,386,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
b54029f9-9f7f-4148-bb03-961e2646cb56,סודך 1290 ו1335-אתבש לפי אחד,excel_import,archival_raw,multi_method_instruction,1,yes,אתבש,רגיל,סודך 1290 ו,1335,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
b581693b-b610-4265-8fc2-3f9604e06c08,הצלחת רגיל 533 מסתתר 559 ריבוע 891,excel_import,numeric_word_construct,multi_method_instruction,3,yes,רגיל|מסתתר|ריבוע,רגיל|מסתתר|ריבוע,הצלחת|533|559,533|559|891,high|high|high,engine_verified_match|engine_verified_mismatch|not_verifiable,yes,yes,,,systematic_engine_verification_mismatch
b5a7d25c-a76e-4d0a-b6a4-c5680bd7b97f,בשבילי מה בראת 1506 - אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,בשבילי מה בראת,1506,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
b5b79781-8a69-4164-807b-f140f51fb083,התגלות צמח דוד ב22 12 - מסתתר לפי אחת,excel_import,archival_raw,multi_method_instruction,1,yes,מסתתר,רגיל,התגלות צמח דוד ב22,12,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
b9a898f5-b1f4-4c02-82fd-0554fa38ac3a,המשיח ב781 - משולש,excel_import,archival_raw,multi_method_instruction,1,yes,משולש,רגיל,המשיח ב,781,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
bb2ffd96-7efc-4d53-8137-6cad7a5c435b,משיח = 112 (אתבש),excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,משיח =,112,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
bcb9bc03-f18d-4d5b-bf5b-06b74bdfddf2,396-קטן -44400 מילוי דה מילוי,excel_import,archival_raw,multi_method_instruction,2,yes,מילוי|מילוי,רגיל|מילוי,396-קטן|דה,44400|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
bfd714bd-a454-4b1a-960e-8f92fb8b60ea,צמח משיח בן דוד השכינה 1335- מילוי ללא,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,צמח משיח בן דוד השכינה,1335,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
c167fefa-547d-4ee0-88bf-bb85ba7da73b,הסוף לחיילים בימינו = 424 רגיל ואותיות,excel_import,numeric_word_construct,method_result_claim,1,no,רגיל,רגיל,הסוף לחיילים בימינו =,424,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
c23dc68b-092d-4bd0-8b4f-fe59caa52a12,יוֹדוּךָ עַמִּים אֱלֹהִים יוֹדוּךָ עַמִּים כֻּלָּם - תהילים פרק 67-6 - אותיות לפני 776,excel_import,thematic_corpus,multi_method_instruction,1,yes,אותיות לפני,אותיות לפני,יוֹדוּךָ עַמִּים אֱלֹהִים יוֹדוּךָ עַמִּים כֻּלָּם - תהילים פרק 67,776,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
c273a91c-c674-45a8-9a1b-68ded9e1cb9b,ה533 ה644 - מילוי ללא - אחסע 3370 - מסתתר 2600,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מילוי|מסתתר,רגיל|מסתתר,ה533 ה|ללא - אחסע 3370,644|2600,low|high,engine_verified_mismatch|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
c3011b57-6415-4a67-bc01-a2b7b581d3b8,כסא יהוה יהיה שלם ב 776 -רגיל ועוד מילוי,excel_import,thematic_corpus,multi_method_instruction,2,yes,רגיל|מילוי,רגיל|מילוי,כסא יהוה יהיה שלם ב|ועוד,776|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
c31157e1-a41d-4e8a-8625-e0dcc4c22424,יהוה יחזיר מלכות דויד ב 781- אחרי-4770- אטבח,excel_import,thematic_corpus,multi_method_instruction,1,yes,אטבח,רגיל,יהוה יחזיר מלכות דויד ב 781- אחרי,4770,low,engine_verified_mismatch,yes,no,,אחרי,systematic_engine_verification_mismatch
c3a6cc91-663d-4709-84d4-f04ee9f62eec,אלף= 511 - משולש ריבוע 143,excel_import,numeric_word_construct,multi_method_instruction,2,yes,משולש|ריבוע,רגיל|ריבוע,אלף=|אלף=,511|143,low|high,engine_verified_mismatch|not_verifiable,yes,no,,,systematic_engine_verification_mismatch
c746d644-a334-4065-8823-78f40b16f8e4,מלחמת גוג ומגוג ב2016- אטבח,excel_import,research_vocabulary,multi_method_instruction,1,yes,אטבח,רגיל,מלחמת גוג ומגוג ב,2016,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
cacb6579-c6a5-4495-8072-34054269c5be,הסוף לנדלן = 717 מילוי ללא מילה רגיל,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,הסוף לנדלן =|ללא מילה,717|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
cb12174f-dc0e-42de-baf8-79aac0f13372,מלך 363 - מילוי ללא- 1820- מדבר רבה,excel_import,research_vocabulary,multi_method_instruction,1,yes,מילוי,רגיל,מלך,363,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
cc251802-2f3d-4960-b5de-f44ecfbe5df4,דרגת קודש 11111 -7170-מילוי רגיל -לפי אחת,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,דרגת קודש 11111|דרגת קודש 11111,7170|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
cc67766a-d349-4e43-bd1c-0703a515c8ef,המשיח ב781 משולש,excel_import,archival_raw,multi_method_instruction,1,yes,משולש,רגיל,המשיח ב,781,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
cefddfd4-7b85-463f-89e2-fc897f47b8de,....בימינו = 2216 גדול,excel_import,numeric_word_construct,multi_method_instruction,1,yes,גדול,רגיל,בימינו =,2216,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
d118c141-a9bf-465d-9ebe-e204d3d4d0ca,אתה אל מסתתר - רגיל 1537,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מסתתר|רגיל,מסתתר|רגיל,אתה אל|אתה אל,|1537,low|high,not_applicable|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
d2633ec7-8521-4292-8e8a-2a3db13c0649,עץ יוסף ועץ יהודה יתאחדו מילוי מסתתר 3333,excel_import,numeric_word_construct,multi_method_instruction,2,yes,מילוי|מסתתר,מילוי|מסתתר,עץ יוסף ועץ יהודה יתאחדו|עץ יוסף ועץ יהודה יתאחדו,|3333,low|high,not_applicable|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
d2b8f7b1-26da-46d8-81a9-fb7a17f57134,עזר כנגדו 336 מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,עזר כנגדו,336,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
d5f14d0e-29ae-431f-af4d-00a7b419a5cf,המלכת משיח בן דוד ב 2212 - משולש - רגיל 3580,excel_import,archival_raw,multi_method_instruction,1,yes,משולש|רגיל,רגיל|רגיל,המלכת משיח בן דוד ב|המלכת משיח בן דוד ב,2212|3580,low|high,engine_verified_mismatch|engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
d8ab832d-011f-4b31-968a-dd8b5e44c51e,שמשון בן צללפונית 363 - מילוי גדול,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי גדול,רגיל,שמשון בן צללפונית,363,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
dae0210a-9a24-427f-9fe7-f9280ba22b7b,אורן עברון יעזור למשיח 3630 מילוי,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,אורן עברון יעזור למשיח,3630,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
dbb84ea6-5e46-4d02-83d9-5e7ea888ddfa,עומדים בחורב ציה ושממה 1237 אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,עומדים בחורב ציה ושממה,1237,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
dcc68403-2711-4651-9a69-1683e08a726b,אופיע כמשיח - מסתתר - 800 לפני,excel_import,archival_raw,method_result_claim,1,no,מסתתר,מסתתר,אופיע כמשיח,800,high,engine_verified_mismatch,yes,no,,לפני,systematic_engine_verification_mismatch
dcee597d-d017-444c-9495-2acdabd4356b,גלוי שכינה 800 מילוי,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי,רגיל,גלוי שכינה,800,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
dd16d9b2-7b8d-410a-992d-bda97ad6e12d,המשיח מסתתר בעתה -רגיל -1940 מסתתר,excel_import,thematic_corpus,multi_method_instruction,2,yes,מסתתר|רגיל|מסתתר,מסתתר|רגיל|מסתתר,המשיח|בעתה|1940,|1940|,low|high|low,not_applicable|engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
de17f7e5-63ef-4c73-aa08-0e4f0f959762,אני משיח עבד יהוה לפני-11340- מילוי דה מילוי,excel_import,thematic_corpus,multi_method_instruction,2,yes,מילוי|מילוי,רגיל|מילוי,אני משיח עבד יהוה לפני|דה,11340|,low|low,engine_verified_mismatch|not_applicable,yes,no,,לפני,systematic_engine_verification_mismatch
de47476a-3192-4bc8-ba6f-a0dd998ba597,סודי יחשף בעתה מילוי-1820 אטבח,excel_import,research_vocabulary,multi_method_instruction,2,yes,מילוי|אטבח,מילוי|אטבח,סודי יחשף בעתה|1820,1820|,high|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
de912901-d9b4-4dee-958f-8a4a02395a3d,סוד דוד עבדך יתגלה ב776 - מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,סוד דוד עבדך יתגלה ב,776,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
df05e119-fee3-4722-8e3d-cbf098b92be5,להחזיר עטרה ליושנה = 3700 משולש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,משולש,רגיל,להחזיר עטרה ליושנה =,3700,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
e1f4c424-f286-49d5-89dd-661fb0e22301,הסוף לנדלן בימינו =1692 מילוי רגיל,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מילוי|רגיל,רגיל|רגיל,הסוף לנדלן בימינו =|הסוף לנדלן בימינו =,1692|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
e4fd15b6-9065-4e44-8623-94890b3c7cfd,אני שורש דויד ב2015 - מילוי -מילוי =פי 5,excel_import,research_vocabulary,multi_method_instruction,2,yes,מילוי|מילוי,רגיל|מילוי,אני שורש דויד ב|אני שורש דויד ב,2015|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
e57da25f-59cd-444b-9697-77e206ceefbc,נשיא ארהב 44 אטבח,excel_import,thematic_corpus,multi_method_instruction,1,yes,אטבח,רגיל,נשיא ארהב,44,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
e5b8db99-cb0e-4e75-a3ba-a1cb325dff04,לי דרגת מלך המשיח ה11111-גדול- אחת,excel_import,personal_or_restricted,multi_method_instruction,1,yes,גדול,רגיל,לי דרגת מלך המשיח ה,11111,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
e7a7cbe4-1e6c-4614-85ee-4b92a5bbdf5a,סוד 2212 - מסתתר- 434 אות שלישית,excel_import,research_vocabulary,multi_method_instruction,1,yes,מסתתר,מסתתר,סוד,434,high,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
e98ed2d6-fbe2-4023-b91b-d79f62939ab1,הוא משיח יהוה 533 אחרי - 1474 משולש,excel_import,archival_raw,multi_method_instruction,1,yes,משולש,רגיל,הוא משיח יהוה 533 אחרי,1474,low,engine_verified_mismatch,yes,no,,אחרי,systematic_engine_verification_mismatch
ed4f845f-d8a7-4f68-b843-4cae4441b997,סוף שנת הקורונה = 1394 מסתתר,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר,רגיל,סוף שנת הקורונה =,1394,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
ef5affb5-b0e5-4e07-86ef-7acc538bf193,גואל 396 337 - אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,גואל 396,337,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
f23d00b3-a821-4504-a831-93148a18d6e8,לֹא יִתְיַצֵּב אִישׁ בִּפְנֵיכֶם - רגיל ומסתתר 2510 - גדול ומסתתר גדול 3630,excel_import,thematic_corpus,multi_method_instruction,4,yes,רגיל|מסתתר|גדול|מסתתר גדול,רגיל|מסתתר|גדול|מסתתר גדול,לֹא יִתְיַצֵּב אִישׁ בִּפְנֵיכֶם|ו|2510|ו,|2510||3630,low|high|low|high,not_applicable|engine_verified_mismatch|not_applicable|not_applicable,yes,no,,,systematic_engine_verification_mismatch
f2bb4f24-096d-4753-8247-2e7e9ff2d3fa,הגואל 396 -רגיל ועוד מילוי - 4340 אטבח,excel_import,thematic_corpus,multi_method_instruction,3,yes,רגיל|מילוי|אטבח,רגיל|מילוי|אטבח,הגואל|ועוד|4340,396|4340|,low|high|low,engine_verified_mismatch|not_verifiable|not_applicable,yes,no,,,systematic_engine_verification_mismatch
f3199481-71ba-4fb5-a3b3-5cc5d1cd8971,בעל ברוחני אתה 1270 אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,בעל ברוחני אתה,1270,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
f36e55b6-cddd-4ae8-8c50-668b28ee469f,סוף תיקון עם ישראל = 1394 מסתתר רגיל 1363,excel_import,numeric_word_construct,multi_method_instruction,1,yes,מסתתר|רגיל,רגיל|רגיל,סוף תיקון עם ישראל =|סוף תיקון עם ישראל =,1394|1363,low|high,engine_verified_mismatch|engine_verified_match,yes,yes,,,systematic_engine_verification_mismatch
f910b434-f3ba-4559-a259-0affbf3478f3,הוא האחרון 1212 אתבש,excel_import,numeric_word_construct,multi_method_instruction,1,yes,אתבש,רגיל,הוא האחרון,1212,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
f9cd8416-ef87-4ab9-8565-e1a14c84bbd7,פלא סוד יהוה 1820 - מילוי,excel_import,archival_raw,multi_method_instruction,1,yes,מילוי,רגיל,פלא סוד יהוה,1820,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
fa7e4ee5-62b4-4539-a308-fef5d2f05ff4,"""בְּכוֹר שׁוֹרוֹ הָדָר לוֹ, וְקַרְנֵי רְאֵם קַרְנָיו -אות שניה - 1958 - רגיל",excel_import,thematic_corpus,method_result_claim,1,no,רגיל,רגיל,"בְּכוֹר שׁוֹרוֹ הָדָר לוֹ, וְקַרְנֵי רְאֵם קַרְנָיו -אות שניה",1958,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
fb8458c2-f53f-4e3c-ab5d-a71f283040d1,הוא משיחכם ב776-רגיל וגם 1776 מדבר רבה - 1644 אתבש,excel_import,thematic_corpus,multi_method_instruction,2,yes,רגיל|אתבש,רגיל|אתבש,הוא משיחכם ב|וגם 1776 מדבר רבה - 1644,776|,low|low,engine_verified_mismatch|not_applicable,yes,no,,,systematic_engine_verification_mismatch
fd499b54-fabc-4c7e-8f04-0464425e427f,מלכות דויד בן ישי תתחיל ב2016 -רגיל ומס,excel_import,research_vocabulary,method_result_claim,1,no,רגיל,רגיל,מלכות דויד בן ישי תתחיל ב,2016,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
fd4b9b96-165e-4252-8212-8a7c5f693d0c,יהוה בחר אותי למשיחו 1396 אתבש,excel_import,archival_raw,multi_method_instruction,1,yes,אתבש,רגיל,יהוה בחר אותי למשיחו,1396,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
febbb846-da77-4bf1-83e0-fb2108732f37,אני שקר 360 אלבם,excel_import,personal_or_restricted,multi_method_instruction,1,yes,אלבם,רגיל,אני שקר,360,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
ff1997ca-56d4-4b12-919e-60d65f33ddf0,266 ו 337 - ריבוע,excel_import,numeric_word_construct,multi_method_instruction,1,yes,ריבוע,רגיל,266 ו,337,low,engine_verified_mismatch,yes,no,,,systematic_engine_verification_mismatch
