id,original_phrase,numeric_expression,parse_type,parsed_number,parse_confidence,roundtrip_status,gematria_values,self_numeric_hit,cross_research_hits,year_overlap,method_claim_overlap,target_overlap,generated_existing_match,ambiguity_reason,special_flags,source,category_prior
265,עשרה בטבת סוד יהוה,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,1084,False,,False,,,,,,excel_import,mixed_numeric_phrase
266,עשרה בטבת סוד יהוה יחשף,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,1482,False,,False,,,,,,excel_import,mixed_numeric_phrase
267,עשרה בניסן,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,747,False,,False,,,,,,excel_import,mixed_numeric_phrase
268,עשרים ושבע האותיות (גדול),"עשרים, שבע",E_mixed_numeric_phrase,,low,no_roundtrip,2386,False,,False,no_claimed_value,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
269,עשרים ושתים אותיות כולל,עשרים,E_mixed_numeric_phrase,20,medium,no_roundtrip,2285,False,,False,,,,,,excel_import,mixed_numeric_phrase
270,עת האלף,אלף,E_mixed_numeric_phrase,1000,medium,no_roundtrip,586,False,,False,,,,,,excel_import,mixed_numeric_phrase
271,צמח דוד בחמש שבע שבע שש,"חמש, שבע, שש",E_mixed_numeric_phrase,,low,no_roundtrip,1846,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
272,צמח דוד חמש שבע שבע שש,"חמש, שבע, שש",E_mixed_numeric_phrase,,low,no_roundtrip,1844,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
273,צמח המשיח ימשח בשמן המשחה בעשרה בטבת,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,2599,False,,False,,,,,,excel_import,mixed_numeric_phrase
274,רוח אלהים תרד בעוד עשרים וששה יום,"עשרים, ששה",E_mixed_numeric_phrase,,low,no_roundtrip,2273,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
275,שבע מאות חמישים. = 1227 (750 סכום המענק לכל אזרח),"חמישים, מאות, שבע",E_mixed_numeric_phrase,,low,no_roundtrip,1227,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
276,שבע שש יום,"שבע, שש",E_mixed_numeric_phrase,,low,no_roundtrip,1028,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
277,שבעה באוקטובר,שבעה,E_mixed_numeric_phrase,7,medium,no_roundtrip,703,False,,False,,,,,,excel_import,mixed_numeric_phrase
278,שבעים וחמש = ביום ההוא = 75,"חמש, שבעים",E_mixed_numeric_phrase,,low,no_roundtrip,776,False,anchor:776,False,,strong_number_target:776,,multi_token_embedded_phrase_no_confident_single_parse,B_gematria_hits:776,excel_import,mixed_numeric_phrase
279,שבעים ושלוש ∆ (חכמה = שבעים ושלוש),"שבעים, שלוש",E_mixed_numeric_phrase,,low,no_roundtrip,3960,False,research_interest:3960,False,,strong_number_target:3960,,multi_token_embedded_phrase_no_confident_single_parse,B_gematria_hits:3960,excel_import,mixed_numeric_phrase
280,שבעים עמים יעלו לציון למלחמה השנה,שבעים,E_mixed_numeric_phrase,70,medium,no_roundtrip,1397,False,,False,,,,,,excel_import,mixed_numeric_phrase
281,שבעים עמים יעלו על ציון,שבעים,E_mixed_numeric_phrase,70,medium,no_roundtrip,954,False,,False,,,,,,excel_import,mixed_numeric_phrase
282,שבעים עמים יעלו על ציון בעתה,שבעים,E_mixed_numeric_phrase,70,medium,no_roundtrip,1431,False,,False,,,,,,excel_import,mixed_numeric_phrase
283,שורש אחד,אחד,F_ambiguous,,,no_roundtrip,819,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,mixed_numeric_phrase
284,שלושים ושבע פעמים שבעים ושלוש,"שבע, שבעים, שלוש, שלושים",E_mixed_numeric_phrase,,low,no_roundtrip,2368,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
285,שלש חמש חמש (355),"חמש, שלש",E_mixed_numeric_phrase,,low,no_roundtrip,1326,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
286,שלש עשרה עקרי האמונה,"עשרה, שלש",E_mixed_numeric_phrase,,low,no_roundtrip,1692,False,research_interest:1692;hub:1692,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
287,שלשים ווששה יום להתגלות צמח דוד,שלשים,E_mixed_numeric_phrase,30,medium,no_roundtrip,2379,False,,False,,,,,,excel_import,mixed_numeric_phrase
288,שלשים ווששה יום ליום הדין,שלשים,E_mixed_numeric_phrase,30,medium,no_roundtrip,1508,False,,False,,,,,,excel_import,mixed_numeric_phrase
289,שלשים ושבע יום לביאת המשיח =פי 5,"שבע, שלשים",E_mixed_numeric_phrase,,low,no_roundtrip,15200,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
290,שלשים ושבעה ליום התגלותך,"שבעה, שלשים",E_mixed_numeric_phrase,,low,no_roundtrip,2013,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
291,שמנה עשרה,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,970,False,,False,,,,,,excel_import,mixed_numeric_phrase
292,שמע ישראל יה וה אלהינו יה וה אחד,אחד,F_ambiguous,,,no_roundtrip,1118,False,anchor:1118,False,,strong_number_target:1118,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:1118,excel_import,mixed_numeric_phrase
293,שנת אלפים עשרים ואחד,"אחד, אלפים, עשרים",E_mixed_numeric_phrase,,low,no_roundtrip,1550,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
294,שנת שבעים וחמש למדינת ישראל,"חמש, שבעים",E_mixed_numeric_phrase,,low,no_roundtrip,2601,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
295,"שש ארבע ארבע אתב""ש","ארבע, שש",E_mixed_numeric_phrase,,low,no_roundtrip,1849,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
296,שש מאות ארבעים וארבע המשיח,"ארבע, ארבעים, מאות, שש",E_mixed_numeric_phrase,,low,no_roundtrip,2012,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
297,שש מאות ארבעים וארבע צמח דויד בן ישי,"ארבע, ארבעים, מאות, שש",E_mixed_numeric_phrase,,low,no_roundtrip,2183,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
298,שתים חמש חמש,"שתים, חמש, חמש",A_digit_sequence,255,high,alternate_valid_form,1446,False,,False,,,,,,excel_import,numeric_sequence
299,שתים חמש חמש רעיה,"שתים, חמש, חמש",E_mixed_numeric_phrase,,low,no_roundtrip,1731,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
300,שתים חמש חמש שלש שלש שבע,"שתים, חמש, חמש, שלש, שלש, שבע",A_digit_sequence,,high,no_roundtrip,3078,False,,False,,,,,,excel_import,numeric_sequence
301,שתים שש שש,"שתים, שש, שש",A_digit_sequence,266,high,alternate_valid_form,1950,False,,False,,,,,,excel_import,numeric_sequence
302,שתים שש שש שורש דויד המלך בימינו,"שתים, שש, שש",E_mixed_numeric_phrase,,low,no_roundtrip,2993,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
303,שתים שש שש שש ארבע ארבע ∆,"שתים, שש, שש, שש, ארבע, ארבע",A_digit_sequence,,high,no_roundtrip,3096,False,,False,,,,,,excel_import,numeric_sequence
304,תכלית אחד,אחד,F_ambiguous,,,no_roundtrip,873,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,mixed_numeric_phrase
305,תרגיל למשיחי - מסתתר = עשרה בטבת,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,988,False,,False,no_claim_verified,,,,,excel_import,mixed_numeric_phrase
306,חמש סלעים,חמש,E_mixed_numeric_phrase,5,medium,no_roundtrip,558,False,,False,,,,,,promoted:raw_docx,mixed_numeric_phrase
307,רב ששת,ששת,E_mixed_numeric_phrase,6,medium,no_roundtrip,1202,False,anchor:1202,False,,,,,,promoted:raw_docx,mixed_numeric_phrase
308,תשעה ערי מקלט,תשעה,E_mixed_numeric_phrase,9,medium,no_roundtrip,1234,False,anchor:1234,False,,strong_number_target:1234,,,B_gematria_hits:1234,promoted:raw_docx,mixed_numeric_phrase
309,אבן אחת,אחת,F_ambiguous,,,no_roundtrip,462,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
310,אור שבעת הימים,שבעת,E_mixed_numeric_phrase,7,medium,no_roundtrip,1084,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
311,אחד בפה ואחד בלב,אחד,F_ambiguous,,,no_roundtrip,153,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
312,אחד שש שלש שמנה,"אחד, שלש, שש",E_mixed_numeric_phrase,,low,no_roundtrip,1638,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
313,אחת היא יונתי תמתי,אחת,F_ambiguous,,,no_roundtrip,1751,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
314,אחת שתים,"אחת, שתים",A_digit_sequence,12,high,alternate_valid_form,1159,False,,False,,,,,,promoted:raw_docx_v2,numeric_sequence
315,אין דבר שבערוה פחות משנים,שנים,F_ambiguous,,,no_roundtrip,1784,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
316,אלף אלפי הבדלות,"אלף, אלפי",E_mixed_numeric_phrase,,low,no_roundtrip,679,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
317,אלף כסף,אלף,E_mixed_numeric_phrase,1000,medium,no_roundtrip,271,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
318,אלף שנה,אלף,E_mixed_numeric_phrase,1000,medium,no_roundtrip,466,False,research_interest:466,False,,strong_number_target:466,,,B_gematria_hits:466,promoted:raw_docx_v2,mixed_numeric_phrase
319,אלף שנים,"אלף, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,511,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
320,אלפי מנשה,אלפי,E_mixed_numeric_phrase,,,no_roundtrip,516,False,,False,,,,bare_multiplier_word_no_standalone_value,,promoted:raw_docx_v2,mixed_numeric_phrase
321,אלפיים אמה,אלפיים,E_mixed_numeric_phrase,2000,medium,no_roundtrip,217,False,research_interest:217,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
322,אלפים אמה,אלפים,E_mixed_numeric_phrase,,,no_roundtrip,207,False,,False,,,,bare_multiplier_word_no_standalone_value,,promoted:raw_docx_v2,mixed_numeric_phrase
323,ארבע אמהוות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,731,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
324,ארבע אמות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,720,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
325,ארבע גלוויות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,734,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
326,ארבע גליות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,722,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
327,ארבע כוסות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,765,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
328,ארבע מאות שקל כסף,"ארבע, מאות",E_mixed_numeric_phrase,,low,no_roundtrip,1310,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
329,ארבע מאת שקל כסף,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,1304,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
330,ארבע פרשיות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,1269,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
331,ארבע קושיות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,1095,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
332,ארבע רוחות השמים,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,1288,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
333,ארבע רשויות,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,1195,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
334,ארבעה מינים,ארבעה,E_mixed_numeric_phrase,4,medium,no_roundtrip,428,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
335,ארבעים יום וארבעים לילה,ארבעים,E_mixed_numeric_phrase,40,medium,no_roundtrip,783,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
336,ארבעים סאה,ארבעים,E_mixed_numeric_phrase,40,medium,no_roundtrip,389,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
337,ארבעים סאה חסר קרטוב,ארבעים,E_mixed_numeric_phrase,40,medium,no_roundtrip,974,False,anchor:974,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
338,ארבעים שנה,ארבעים,E_mixed_numeric_phrase,40,medium,no_roundtrip,678,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
339,ארבעת המינים,ארבעת,E_mixed_numeric_phrase,4,medium,no_roundtrip,828,False,hub:828,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
340,באים כאחד,אחד,F_ambiguous,,,no_roundtrip,86,False,anchor:86,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
341,בגדי שש,שש,E_mixed_numeric_phrase,6,medium,no_roundtrip,619,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
342,בטול בששים,ששים,E_mixed_numeric_phrase,60,medium,no_roundtrip,699,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
343,בשר אחד,אחד,F_ambiguous,,,no_roundtrip,515,False,,False,,strong_number_target:515,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:515,promoted:raw_docx_v2,mixed_numeric_phrase
344,בת שבע,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,774,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
345,דבר שיש לו מתירין,שיש,F_ambiguous,,,no_roundtrip,1562,False,,False,,,,not_actually_a_number_word_false_positive,,promoted:raw_docx_v2,mixed_numeric_phrase
346,דוד בת שבע,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,788,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
347,הטור האחד,אחד,F_ambiguous,,,no_roundtrip,238,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
348,העלם אחד,אחד,F_ambiguous,,,no_roundtrip,158,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
349,התר מאה רבנים,מאה,E_mixed_numeric_phrase,100,medium,no_roundtrip,953,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
350,ושתי המלכה,שתי,F_ambiguous,,,no_roundtrip,816,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
351,זה בורר לו אחד,אחד,F_ambiguous,,,no_roundtrip,469,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
352,חזקת שלש שנים,"שלש, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,1545,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
353,חמישה חומשי תורה,חמישה,E_mixed_numeric_phrase,5,medium,no_roundtrip,1338,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
354,חמישה חמשי תורה,חמישה,E_mixed_numeric_phrase,5,medium,no_roundtrip,1332,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
355,חמש אצבעות,חמש,E_mixed_numeric_phrase,5,medium,no_roundtrip,917,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
356,חמשה עשר באב,"חמשה, עשר",E_mixed_numeric_phrase,,low,no_roundtrip,928,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
357,חמשה עשר בשבט,"חמשה, עשר",E_mixed_numeric_phrase,,low,no_roundtrip,1236,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
358,יום אחד,אחד,F_ambiguous,,,no_roundtrip,69,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
359,יחיד ממאה,מאה,E_mixed_numeric_phrase,100,medium,no_roundtrip,118,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
360,ימים אלף מאתים ותשעים,"אלף, תשעים",E_mixed_numeric_phrase,,low,no_roundtrip,1528,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
361,לאלף דור,אלף,E_mixed_numeric_phrase,1000,medium,no_roundtrip,351,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
362,לב אחד,אחד,F_ambiguous,,,no_roundtrip,45,False,anchor:45,False,,strong_number_target:45,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:45,promoted:raw_docx_v2,mixed_numeric_phrase
363,לבשר אחד,אחד,F_ambiguous,,,no_roundtrip,545,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
364,מאה באמה,מאה,E_mixed_numeric_phrase,100,medium,no_roundtrip,94,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
365,מאה ברכות,מאה,E_mixed_numeric_phrase,100,medium,no_roundtrip,674,False,research_interest:674,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
366,מאה שערים,מאה,E_mixed_numeric_phrase,100,medium,no_roundtrip,666,False,anchor:666,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
367,מקרה אחד,אחד,F_ambiguous,,,no_roundtrip,358,False,anchor:358,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
368,נצר חסד לאלפים,אלפים,E_mixed_numeric_phrase,,,no_roundtrip,603,False,,False,,,,bare_multiplier_word_no_standalone_value,,promoted:raw_docx_v2,mixed_numeric_phrase
369,עץ אחד,אחד,F_ambiguous,,,no_roundtrip,173,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
370,ערב תשעה באב,תשעה,E_mixed_numeric_phrase,9,medium,no_roundtrip,1052,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
371,עשר אצבעות,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,1139,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
372,עשר המכות,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,1041,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
373,עשר וכבוד,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,608,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
374,עשר מכות מצרים,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,1416,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
375,עשר ספירות,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,1326,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
376,עשרה בטלנים,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,716,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
377,עשרה דבריא,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,792,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
378,עשרה הרוגי מלכות,עשרה,E_mixed_numeric_phrase,10,medium,no_roundtrip,1295,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
379,עשרת הדברים,עשרת,E_mixed_numeric_phrase,10,medium,no_roundtrip,1231,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
380,עשרת הרוגי מלכות,עשרת,E_mixed_numeric_phrase,10,medium,no_roundtrip,1690,False,,False,,strong_number_target:1690,,,B_gematria_hits:1690,promoted:raw_docx_v2,mixed_numeric_phrase
381,עשרת ימי תשובה,עשרת,E_mixed_numeric_phrase,10,medium,no_roundtrip,1743,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
382,פי שנים,שנים,F_ambiguous,,,no_roundtrip,490,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
383,פסחים על שתי הסעפים,שתי,F_ambiguous,,,no_roundtrip,1273,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
384,קרית ארבע,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,983,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
385,רבבות אפרים,רבבות,E_mixed_numeric_phrase,,,no_roundtrip,941,False,,False,,,,bare_multiplier_word_no_standalone_value,,promoted:raw_docx_v2,mixed_numeric_phrase
386,רגע אחד,אחד,F_ambiguous,,,no_roundtrip,286,False,hub:286,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
387,שבע אומות,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,825,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
388,שבע ברכות,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,1000,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
389,שבע דנחמתא,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,875,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
390,שבע הקפות,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,963,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
391,שבע נקיים,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,582,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
392,שבע פעמים,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,612,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
393,שבע שמחות,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,1126,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
394,שבעה ימים,שבעה,E_mixed_numeric_phrase,7,medium,no_roundtrip,477,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
395,שבעה נקיים,שבעה,E_mixed_numeric_phrase,7,medium,no_roundtrip,587,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
396,שבעה עינים,שבעה,E_mixed_numeric_phrase,7,medium,no_roundtrip,557,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
397,שבעה עשר בתמוז,"עשר, שבעה",E_mixed_numeric_phrase,,low,no_roundtrip,1402,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
398,שבעים יום,שבעים,E_mixed_numeric_phrase,70,medium,no_roundtrip,478,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
399,שבעים פנים,שבעים,E_mixed_numeric_phrase,70,medium,no_roundtrip,602,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
400,שבעת המינים,שבעת,E_mixed_numeric_phrase,7,medium,no_roundtrip,927,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
401,שבעת הסריסים,שבעת,E_mixed_numeric_phrase,7,medium,no_roundtrip,1157,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
402,שלוש שנים,"שלוש, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,1036,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
403,שלמה בן בת שבע,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,1201,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
404,שלש סעודות,שלש,E_mixed_numeric_phrase,3,medium,no_roundtrip,1176,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
405,שלש עשרה מדות,"עשרה, שלש",E_mixed_numeric_phrase,,low,no_roundtrip,1655,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
406,שלש עשרה שנה,"עשרה, שלש",E_mixed_numeric_phrase,,low,no_roundtrip,1560,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
407,שלש פעמים,שלש,E_mixed_numeric_phrase,3,medium,no_roundtrip,870,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
408,שלש רגלים,שלש,E_mixed_numeric_phrase,3,medium,no_roundtrip,913,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
409,שלש שנים,"שלש, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,1030,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
410,שלשה אבות,שלשה,E_mixed_numeric_phrase,3,medium,no_roundtrip,1044,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
411,שלשה ימים,שלשה,E_mixed_numeric_phrase,3,medium,no_roundtrip,735,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
412,שלשה ירחים,שלשה,E_mixed_numeric_phrase,3,medium,no_roundtrip,903,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
