phrase,source,researcher,verified,corpus_role,target_value,package_cluster,availability_state,confidence,reason_rule,sensitivity,notes_provenance
מה השם של המשיח האמיתי,excel_import,,False,research_vocabulary,1549,none,deep_research,LOW,unverified_bare,normal,(none)
מה שמו האמיתי של המשיח האחרון,excel_import,,False,research_vocabulary,1820,none,deep_research,MEDIUM,unverified_with_notes,normal,2480 - מסתר
מהו שם המשיח בזמן הזה,excel_import,,False,research_vocabulary,870,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי - 1139 - אחרי
מועדו האחרון של משיח כל אות שניה,excel_import,,False,research_vocabulary,1906,none,deep_research,LOW,unverified_bare,normal,(none)
מִזְמוֹר שִׁיר לְיוֹם הַשַּׁבָּת: המשיח - רגיל ומילוי,excel_import,,False,research_vocabulary,5900,none,deep_research,LOW,unverified_bare,normal,(none)
מי המשיח בזמן הזה,excel_import,,True,thematic_corpus,529,none,public_expanded,MEDIUM,verified_default,normal,פי 5 - 3480 - אחרי
מי המשיח בעתה,excel_import,,True,thematic_corpus,890,none,public_expanded,MEDIUM,verified_default,normal,אחרי
מי המשיח האמיתי,excel_import,,True,thematic_corpus,879,none,public_expanded,MEDIUM,verified_default,normal,מילוי גבוה ללא מילה
מי המשיח היום,excel_import,,True,thematic_corpus,474,none,public_expanded,MEDIUM,verified_default,normal,אחרי - פי 5
מי המשיח המיועד,excel_import,,True,thematic_corpus,548,none,public_expanded,MEDIUM,verified_default,normal,אטבח - פי 5
מי המשיח לדר האחרון rhcug,excel_import,,False,research_vocabulary,2880,none,deep_research,LOW,unverified_bare,normal,(none)
מי הנבחר למשיח,excel_import,,True,thematic_corpus,703,none,public_expanded,MEDIUM,verified_default,normal,אתבש - 218 - סת
מי זה בא מאדום משיח,excel_import,,False,research_vocabulary,514,none,deep_research,LOW,unverified_bare,normal,(none)
מי יהיה מלך המשיח,excel_import,,True,thematic_corpus,533,none,public_expanded,MEDIUM,verified_default,normal,375 לפני
מי יהיה מלך המשיח האחרון,excel_import,,False,research_vocabulary,803,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני - ריבוע
מי יהיה משיחנו האמיתי,excel_import,,True,thematic_corpus,960,none,public_expanded,MEDIUM,verified_default,normal,אחרי גדול
מי ימשח אותי למלך המשיח,excel_import,,False,research_vocabulary,1308,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני
מי ימשח אותי למשיח,excel_import,,True,thematic_corpus,1213,none,public_expanded,MEDIUM,verified_default,normal,מילוי דה מילוי
מי ימשח למשיח בעת קץ,excel_import,,False,research_vocabulary,1458,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומסתתר - פי 5 - גדול 11340
מי מלך המשיח היום,excel_import,,True,thematic_corpus,564,none,public_expanded,MEDIUM,verified_default,normal,פי 5 - אתבש
מי משיח יהוה בזמן הזה,excel_import,,False,research_vocabulary,550,none,deep_research,LOW,unverified_bare,normal,(none)
מי משיח צדקנו בזמן הזה,excel_import,,False,research_vocabulary,774,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - רגילו ואותיות
מי משיחנו בזמן הזה,excel_import,,True,thematic_corpus,580,none,public_expanded,MEDIUM,verified_default,normal,פי 5 - מילוי ללא
מי נבחר למשיחו האחרון,excel_import,,True,thematic_corpus,974,none,public_expanded,MEDIUM,verified_default,normal,סופי תיבות
מי נבחרך למלך משיח,excel_import,,True,thematic_corpus,808,none,public_expanded,MEDIUM,verified_default,normal,אתבש
מי נבחרך למשיח,excel_import,,True,thematic_corpus,718,none,public_expanded,MEDIUM,verified_default,normal,מילוי גדול משולש 13700 משולש גדול 23300
מי נבחרך למשיח האחרון,excel_import,,True,thematic_corpus,988,none,public_expanded,MEDIUM,verified_default,normal,(none)
מיהו גואל צדק אמיתי,excel_import,,True,thematic_corpus,756,none,public_expanded,MEDIUM,verified_default,normal,לפני רזא
מיהו הגואל האחרון,excel_import,,True,thematic_corpus,376,none,public_expanded,MEDIUM,verified_default,normal,מגבר רבה - 1266 אחרי
מיהו הגואל האמיתי,excel_import,,True,thematic_corpus,572,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא מילה - פי 5
מיהו המשיח 424- 363 מדבר רבה,excel_import,,False,research_vocabulary,424,none,deep_research,MEDIUM,unverified_with_notes,normal,מיהו המשיח 424 - 363 מדבר רבה
מיהו המשיח האחרון בעתה אחישנה = משולש,excel_import,,False,research_vocabulary,5880,none,deep_research,LOW,unverified_bare,normal,מיהו המשיח האחרון בעתה אחישנה = משולש
מיהו זה מלך המשיח בימינו,excel_import,,False,research_vocabulary,644,none,deep_research,LOW,unverified_bare,normal,(none)
מיהו מלך המשיח,excel_import,,True,thematic_corpus,514,none,public_expanded,MEDIUM,verified_default,normal,לפני 358 514 רגיל
מיהו מלך המשיח בעתה =מילוי ללא,excel_import,,False,research_vocabulary,1266,none,deep_research,LOW,unverified_bare,normal,מיהו מלך המשיח בעתה =מילוי ללא
מיהו מלך המשיח לדור האחרון,excel_import,,False,research_vocabulary,1024,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני
מיהו מלך המשיח לדור האחרון kpbh,excel_import,,False,research_vocabulary,644,none,deep_research,LOW,unverified_bare,normal,(none)
מיהו משיח בן דוד היום,excel_import,,False,research_vocabulary,546,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי דה מילוי
מיהו משיח יהוה בזמן הזה,excel_import,,False,research_vocabulary,561,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - מילוי ללא
מיהו משיחך בעתה,excel_import,,True,thematic_corpus,916,none,public_expanded,MEDIUM,verified_default,normal,משולש
מיהו משיחך האמתי בזמן הזה,excel_import,,False,research_vocabulary,1011,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל לפני ואחרי
מיהו משיחנו בזמן הזה,excel_import,,True,thematic_corpus,591,none,public_expanded,MEDIUM,verified_default,normal,משולש
מיהו נבחרך למשיח האחרון,excel_import,,True,thematic_corpus,999,none,public_expanded,MEDIUM,verified_default,normal,אתבש
מיהו צמח המשיח האמתי האחרון =פי 5,excel_import,,False,research_vocabulary,6440,none,deep_research,LOW,unverified_bare,normal,מיהו צמח המשיח האמתי האחרון =פי 5
מלחמת אובאמה עמלק נגד יהוה ומשיחו,excel_import,,False,research_vocabulary,1266,none,deep_research,LOW,unverified_bare,normal,(none)
מלחמת גוג ומגוג משיח בן דוד,excel_import,,False,research_vocabulary,1012,none,deep_research,LOW,unverified_bare,normal,(none)
מלחמת המשיח בעתה,excel_import,,True,thematic_corpus,1358,none,public_expanded,MEDIUM,verified_default,normal,(none)
מלחמת מלך המשיח בנחש,excel_import,,True,thematic_corpus,1331,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומלים - 1335 - לפני - 2180 - מילוי ללא מילה
מלחמת משיח יהוה בעתה,excel_import,,True,thematic_corpus,1379,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
מלך המשיח 11111- אחרי -לפי אחת,excel_import,,False,research_vocabulary,5660,none,deep_research,MEDIUM,unverified_with_notes,normal,מלך המשיח 11111 - אחרי - לפי אחת
מלך המשיח 266 - מיקום האות,excel_import,,False,research_vocabulary,266,none,deep_research,LOW,unverified_bare,normal,מלך המשיח 266 - מיקום האות
מלך המשיח 396 - מיקום האות,excel_import,,False,research_vocabulary,266,none,deep_research,LOW,unverified_bare,normal,מלך המשיח 396 - מיקום האות
מלך המשיח ביום הדין,excel_import,,True,thematic_corpus,580,none,public_expanded,MEDIUM,verified_default,normal,אחרי
מלך המשיח בימינו,excel_import,,True,thematic_corpus,571,none,public_expanded,MEDIUM,verified_default,normal,אחרי גדול
מלך המשיח בימינו אחרי גדול,excel_import,,False,research_vocabulary,833,none,deep_research,LOW,unverified_bare,normal,מלך המשיח בימינו אחרי גדול
מלך המשיח בימינו תושב ישראל,excel_import,,False,research_vocabulary,1820,none,deep_research,MEDIUM,unverified_with_notes,normal,4770 - אטבח
מלך המשיח בן ישי לדור האחרון,excel_import,,False,research_vocabulary,1335,none,deep_research,LOW,unverified_bare,normal,(none)
מלך המשיח בעשירי בטבת חמש שבע שבע שש,excel_import,,False,research_vocabulary,3150,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול
מלך המשיח בעת ההיא ∆,excel_import,,False,research_vocabulary,3580,none,deep_research,LOW,unverified_bare,normal,(none)
מלך המשיח בשנת הגאולה האחרונה,excel_import,,False,research_vocabulary,1530,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול ומלים
מלך המשיח גוג= מילוי,excel_import,,False,research_vocabulary,1335,none,deep_research,LOW,unverified_bare,normal,מלך המשיח גוג= מילוי
מלך המשיח גנוז,excel_import,,True,thematic_corpus,519,none,public_expanded,MEDIUM,verified_default,normal,לפני 2440 - רגיל ומשולש
מלך המשיח האחרון יתגלה פתאם,excel_import,,False,research_vocabulary,1692,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל - גדול 3382
מלך המשיח האמיתי יבא בשנה החדשה,excel_import,,False,research_vocabulary,1611,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר - 1139 - לפני
מלך המשיח האמיתי נביא כמשה,excel_import,,False,research_vocabulary,1347,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
מלך המשיח האמתי,excel_import,,True,thematic_corpus,909,none,public_expanded,MEDIUM,verified_default,normal,משולש - 1400 - מסתתר
מלך המשיח האמתי בימינו,excel_import,,True,thematic_corpus,1027,none,public_expanded,MEDIUM,verified_default,normal,משולש
מלך המשיח האמתי האחרון גר בארץ ישראל,excel_import,,False,research_vocabulary,2216,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי - 2216 - רגיל - 358 - מיקום האות
מלך המשיח האמתי מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,1141,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
מלך המשיח הגיע,excel_import,,True,thematic_corpus,541,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
מלך המשיח הנבחר,excel_import,,True,thematic_corpus,718,none,public_expanded,MEDIUM,verified_default,normal,(none)
מלך המשיח יבא מכי ליהוה המלוכה,excel_import,,False,research_vocabulary,698,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומילוי =פי 5
מלך המשיח יבא מכי ליהוה המלוכה ב2016 -01300-רגיל,excel_import,,False,research_vocabulary,18200,none,deep_research,MEDIUM,unverified_with_notes,normal,מלך המשיח יבא מכי ליהוה המלוכה ב2016 - 01300 - רגיל
מלך המשיח יבוא באלפיים שש עשרה,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,מלך המשיח יבוא באלפיים שש עשרה
מלך המשיח יבוא בהיסח הדעת בכט אלול,excel_import,,False,public_core,1134,none,public_core,HIGH,node_linked,normal,(none)
מלך המשיח יבנה את בית המקדש,excel_import,,False,research_vocabulary,1782,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי
מלך המשיח יגאל בשנת הגאולה בעתה,excel_import,,False,research_vocabulary,1776,none,deep_research,LOW,unverified_bare,normal,(none)
מלך המשיח יהלל את יהוה,excel_import,,False,research_vocabulary,955,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל רבוע משולש
מלך המשיח ימגר את מלך מגוג אובאמה,excel_import,,False,research_vocabulary,1304,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - מילוי - אחרי 11180
מלך המשיח ימחה את הנחש אובאמה,excel_import,,False,research_vocabulary,1335,none,deep_research,LOW,unverified_bare,normal,(none)
מלך המשיח ימחה את הנחש העמלקי,excel_import,,False,research_vocabulary,1535,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול
מלך המשיח ימחה את הנחש הקדמון,excel_import,,False,research_vocabulary,1485,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
מלך המשיח ימחה את זכר עמלק,excel_import,,False,research_vocabulary,1384,none,deep_research,MEDIUM,unverified_with_notes,normal,מדבר רבה
מלך המשיח ימחה את עמלק,excel_import,,False,research_vocabulary,1157,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע - 533 - סת
מלך המשיח יעשה שלום עלמי,excel_import,,False,research_vocabulary,1364,none,deep_research,MEDIUM,unverified_with_notes,normal,אתבש
מלך המשיח יקבל נשמה כוללת,excel_import,,False,research_vocabulary,1476,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש גדול
מלך המשיח ישב על כסא דוד המלך,excel_import,,False,research_vocabulary,1055,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול
מלך המשיח ישיש,excel_import,,True,thematic_corpus,1073,none,public_expanded,MEDIUM,verified_default,normal,אחרי גדול - 1118 - לפני
מלך המשיח ישלים את בית המקדש השלישי,excel_import,,False,research_vocabulary,2760,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומילוי
מלך המשיח מזרע דויד בן ישי אות שלישית,excel_import,,False,research_vocabulary,2623,none,deep_research,LOW,unverified_bare,normal,(none)
מלך המשיח מלוט,excel_import,,True,thematic_corpus,538,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
מלך המשיח סודי ביותר,excel_import,,True,thematic_corpus,1151,none,public_expanded,MEDIUM,verified_default,normal,לפני =פי 5
מלך המשיח פרה אדמה תמימה עשירית,excel_import,,False,research_vocabulary,2273,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי
מלך המשיח צדיק,excel_import,,True,thematic_corpus,657,none,public_expanded,MEDIUM,verified_default,normal,אטבח
מלכות בית דויד משיחך לעלמים ( ∆ ),excel_import,,False,research_vocabulary,5776,none,deep_research,LOW,unverified_bare,normal,(none)
מלכות דויד למלך המשיח,excel_import,,True,thematic_corpus,1003,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא
מלכות המשיח בימינו,excel_import,,True,thematic_corpus,977,none,public_expanded,MEDIUM,verified_default,normal,משולש מילה מילוי דמילוי
מלכות המשיח האמיתי האחרון,excel_import,,True,thematic_corpus,1595,none,public_expanded,MEDIUM,verified_default,normal,מילוי דה מילוי
מלכות המשיח האמיתית האחרונה,excel_import,,True,thematic_corpus,2000,none,public_expanded,MEDIUM,verified_default,normal,מילוי - 2600 - אחרי גדול
מלכות המשיח תהיה,excel_import,,True,thematic_corpus,1279,none,public_expanded,MEDIUM,verified_default,normal,אחרי גדול
מלכות נצחית למשיח בן יוסף,excel_import,,False,research_vocabulary,1650,none,deep_research,MEDIUM,unverified_with_notes,normal,אטבח
מלכות צדק למלך המשיח האחרון בזמן הזה,excel_import,,False,research_vocabulary,1559,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר גדול
מלכות צדק למלך המשיח האחרון בימינו,excel_import,,False,research_vocabulary,1561,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר - 1139 - לפני
מלכות שמים המשיח,excel_import,,True,thematic_corpus,1249,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
ממשלת משיח בן דוד,excel_import,,True,thematic_corpus,1234,none,public_expanded,MEDIUM,verified_default,normal,(none)
מנחם שילה ינון חנינא המשיח מלך,excel_import,,False,research_vocabulary,1171,none,deep_research,MEDIUM,unverified_with_notes,normal,רת - פי 5
מספר הטלפון של מלך המשיח 0502169455,excel_import,,False,research_vocabulary,3630,none,deep_research,LOW,unverified_bare,normal,מספר הטלפון של מלך המשיח 0502169455
מסרים של המשיח,excel_import,,True,public_core,1043,none,public_core,HIGH,node_linked,normal,מילוי 2137 - וכן 3180רגיל ומילוי
מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת בעתה אחישנה ביאת הגואל האמתי האחרון -מילוי ללא מילה,excel_import,,False,research_vocabulary,5330,none,deep_research,LOW,unverified_bare,normal,(none)
מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאת המשיח - לפני,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,(none)
מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאתי כמשיח יהוה האחרון- לפני-4770- איק בכר,excel_import,,False,research_vocabulary,2015,none,deep_research,LOW,unverified_bare,normal,(none)
מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. ביאתי כמשיח יהוה האמיתי - אלבם,excel_import,,False,research_vocabulary,3960,none,deep_research,LOW,unverified_bare,normal,(none)
מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת. תחילת הגאולה,excel_import,,False,research_vocabulary,5330,none,deep_research,LOW,unverified_bare,normal,(none)
מפלת דמשק האות למשיח יהוה,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,(none)
מצעד הגאוה מכעיס את משיח יהוה האמיתי,excel_import,,False,research_vocabulary,1675,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
משה גואל אחרון,excel_import,,True,thematic_corpus,650,none,public_expanded,MEDIUM,verified_default,normal,אטבח - 1202אחס בטע
משה גואל אחרון בעתה,excel_import,,True,thematic_corpus,1127,none,public_expanded,MEDIUM,verified_default,normal,אחרי
משה משיח בן דוד משיח בן יוסף,excel_import,,False,research_vocabulary,1335,none,deep_research,MEDIUM,unverified_with_notes,normal,"1358 אתב""ש"
משיח (רגיל ישר והפוך),excel_import,,False,research_vocabulary,1211,none,deep_research,MEDIUM,unverified_with_notes,normal,"משיח (רגיל ישר והפוך) | לבדיקה: שיטת ""רגיל ישר והפוך"" — שתי שורות יוצאות 1211, לאמת הגדרה"
משיח 1331 - מלוי ללא מילה גדול,excel_import,,False,research_vocabulary,7170,none,deep_research,LOW,unverified_bare,normal,משיח 1331 - מלוי ללא מילה גדול
משיח 3 כפול 5 כפול 8,excel_import,,False,research_vocabulary,120,none,deep_research,LOW,unverified_bare,normal,משיח 3 כפול 5 כפול 8
משיח 337 533 396 מסתתר לפי שלש,excel_import,,False,research_vocabulary,4240,none,deep_research,LOW,unverified_bare,normal,משיח 337 533 396 מסתתר לפי שלש
משיח אחרון ביטבת,excel_import,,True,thematic_corpus,1046,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילוי
משיח אחרון עני ורכב על חמור,excel_import,,False,research_vocabulary,1335,none,deep_research,MEDIUM,unverified_with_notes,normal,266 - מיקום
משיח אמיתי בעתה מילוי ללא מילה,excel_import,,False,research_vocabulary,1538,none,deep_research,LOW,unverified_bare,normal,משיח אמיתי בעתה מילוי ללא מילה
משיח בא בדינים,excel_import,,True,thematic_corpus,477,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בא בזמן הזה,excel_import,,True,thematic_corpus,477,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בא בימינו,excel_import,,True,thematic_corpus,479,none,public_expanded,MEDIUM,verified_default,normal,אחרי
משיח בא משלמה,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בא עני ורכב על חמר,excel_import,,False,public_core,1067,none,public_core,HIGH,node_linked,normal,מסתתר
משיח בטבת עשירי מלוי ללא מילה,excel_import,,False,research_vocabulary,1593,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בי' טבת,excel_import,,False,research_vocabulary,,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בלתי מנוצח,excel_import,,True,thematic_corpus,994,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בן דוד הגואל,excel_import,,True,thematic_corpus,469,none,public_expanded,MEDIUM,verified_default,normal,אחרי
משיח בן דוד הכלי משול,excel_import,,False,research_vocabulary,865,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול 1139
משיח בן דוד השנה,excel_import,,True,thematic_corpus,784,none,public_expanded,MEDIUM,verified_default,normal,28800 - מילוי דה מילוי רת סת 590 - =פי 5
משיח בן דוד יבא ב1692 -איק בכר,excel_import,,False,research_vocabulary,1820,none,deep_research,MEDIUM,unverified_with_notes,normal,משיח בן דוד יבא ב1692 - איק בכר
משיח בן דוד יבא ב2504 -סופי תיבות,excel_import,,False,research_vocabulary,533,none,deep_research,MEDIUM,unverified_with_notes,normal,משיח בן דוד יבא ב2504 - סופי תיבות
משיח בן דוד יבוא ב 2504 - אחרי גדול,excel_import,,False,research_vocabulary,3960,none,deep_research,LOW,unverified_bare,normal,משיח בן דוד יבוא ב 2504 - אחרי גדול
משיח בן דוד יבוא בזמן הזה,excel_import,,False,research_vocabulary,559,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי גדול
משיח בן דוד ישלוט,excel_import,,True,thematic_corpus,779,none,public_expanded,MEDIUM,verified_default,normal,מילוי ורגיל
משיח בן דוד ישלים בנית המקדש השלשי,excel_import,,False,research_vocabulary,2370,none,deep_research,MEDIUM,unverified_with_notes,normal,גדול
משיח בן דוד מרוקאי,excel_import,,True,thematic_corpus,781,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בן דוד מתקן את העולם ב,excel_import,,False,research_vocabulary,1568,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בן דוד עבדך,excel_import,,True,thematic_corpus,520,none,public_expanded,MEDIUM,verified_default,normal,מסתתר גדול - 358 אות שניה
משיח בן דוד עבדך חמש שבע שבע שש,excel_import,,False,research_vocabulary,2212,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בן דוד צומח בימינו,excel_import,,False,research_vocabulary,686,none,deep_research,MEDIUM,unverified_with_notes,normal,איק בכר - 1335 אתבש - 514 לפני
משיח בן דוד שבע שבע שש ∆,excel_import,,False,research_vocabulary,6606,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בן דוד. גדול,excel_import,,False,research_vocabulary,1074,none,deep_research,LOW,unverified_bare,normal,משיח בן דוד. גדול
משיח בן דוד=ריבוע -424,excel_import,,False,research_vocabulary,1820,none,deep_research,MEDIUM,unverified_with_notes,normal,משיח בן דוד=ריבוע - 424
משיח בן דויד ∆ ישר והפוך,excel_import,,False,research_vocabulary,6886,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בן דויד בזמן הזה 1335 1290,excel_import,,False,research_vocabulary,26000,none,deep_research,LOW,unverified_bare,normal,משיח בן דויד בזמן הזה 1335 1290
משיח בן דויד חמש שבע שבע שש ( ∆ ישר והפוך),excel_import,,False,research_vocabulary,15334,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בן דויד ידע,excel_import,,True,thematic_corpus,518,none,public_expanded,MEDIUM,verified_default,normal,משולש - רגיל ומסתתר 1202
משיח בן דויד ילחם בעמלק,excel_import,,False,research_vocabulary,764,none,deep_research,MEDIUM,unverified_with_notes,normal,מדבר רבה - 1212 - אתבש
משיח בן דויד ימלך לפני- 396 אות שניה,excel_import,,False,research_vocabulary,396,none,deep_research,MEDIUM,unverified_with_notes,normal,משיח בן דויד ימלך לפני - 396 אות שניה
משיח בן דויד סודי,excel_import,,True,thematic_corpus,514,none,public_expanded,MEDIUM,verified_default,normal,תזכורת: סוד הגדול בעולם = 266 - 2480 - רגיל ומשולש
משיח בן יוסף אני,excel_import,,True,thematic_corpus,627,none,public_expanded,MEDIUM,verified_default,normal,פי 5
משיח בן יוסף בימינו,excel_import,,True,thematic_corpus,684,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומסתתר
משיח בן יוסף גימטריה מסתתר - מסתתר,excel_import,,False,research_vocabulary,1692,none,deep_research,LOW,unverified_bare,normal,משיח בן יוסף גימטריה מסתתר - מסתתר
משיח בן יוסף ואליהו הנביא בימינו,excel_import,,False,research_vocabulary,810,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
משיח בן יוסף משיח בן דויד,excel_import,,False,research_vocabulary,1000,none,deep_research,LOW,unverified_bare,normal,(none)
משיח בן יוסף סוד,excel_import,,True,thematic_corpus,636,none,public_expanded,MEDIUM,verified_default,normal,במדבר רבה
משיח בן ישי גאולה,excel_import,,True,thematic_corpus,775,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בעתה לויתן,excel_import,,True,thematic_corpus,1331,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח בשבע מאות שבעים ושש,excel_import,,False,research_vocabulary,2207,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ומלים
משיח בשמן קדשו בדרגת יחידה 111110,excel_import,,False,research_vocabulary,2015,none,deep_research,LOW,unverified_bare,normal,משיח בשמן קדשו בדרגת יחידה 111110
משיח גימטריה מסתתר - מסתתר,excel_import,,False,research_vocabulary,1566,none,deep_research,LOW,unverified_bare,normal,משיח גימטריה מסתתר - מסתתר
משיח גשמים עזים,excel_import,,True,thematic_corpus,878,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח דוד בן ישי נלחם בגוים בימינו,excel_import,,False,research_vocabulary,1051,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש
משיח הגיע 446 - אתבש 449 - 1393 396 מסתתר,excel_import,,False,research_vocabulary,449,none,deep_research,LOW,unverified_bare,normal,משיח הגיע 446 - אתבש 449 - 1393 396 מסתתר
משיח הוא סוד פורים,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח ואליהו בשנה הבאה,excel_import,,True,thematic_corpus,786,none,public_expanded,MEDIUM,verified_default,normal,(none)
משיח יבא בשבע שבע שש,excel_import,,False,research_vocabulary,1717,none,deep_research,LOW,unverified_bare,normal,(none)
משיח יבוא בזמן הזה,excel_import,,True,thematic_corpus,493,none,public_expanded,MEDIUM,verified_default,normal,לפני - 1437 אטבח
משיח יבוא ביטבת שזה שנת הגאולה,excel_import,,False,research_vocabulary,1912,none,deep_research,LOW,unverified_bare,normal,(none)
משיח יבוא עת עת קץ,excel_import,,False,research_vocabulary,1507,none,deep_research,LOW,unverified_bare,normal,(none)
משיח יבוא פתאום,excel_import,,True,thematic_corpus,904,none,public_expanded,MEDIUM,verified_default,normal,מילוי דה מילוי
משיח יגאלנו באחרית הימים - מילוי ללא,excel_import,,False,research_vocabulary,2212,none,deep_research,LOW,unverified_bare,normal,משיח יגאלנו באחרית הימים - מילוי ללא
משיח יה וה ילחם מלחמות ישראל,excel_import,,False,research_vocabulary,1537,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש - רגיל 1537
משיח יה שלוש חמש שמונה,excel_import,,False,research_vocabulary,1758,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
משיח יהוה 644 מילוי,excel_import,,False,research_vocabulary,3996,none,deep_research,LOW,unverified_bare,normal,משיח יהוה 644 מילוי
משיח יהוה אלהים,excel_import,,True,thematic_corpus,470,none,public_expanded,MEDIUM,verified_default,normal,מילוי ללא מילה
משיח יהוה ב781- הפליאה,excel_import,,False,research_vocabulary,1118,none,deep_research,MEDIUM,unverified_with_notes,normal,משיח יהוה ב781 - הפליאה
משיח יהוה באלפים חמש עשרה - מיקום,excel_import,,False,research_vocabulary,248,none,deep_research,LOW,unverified_bare,normal,משיח יהוה באלפים חמש עשרה - מיקום
משיח יהוה בזמן הזה מסתתר - 1212 מילוי ללא,excel_import,,False,research_vocabulary,611,none,deep_research,LOW,unverified_bare,normal,משיח יהוה בזמן הזה מסתתר - 1212 מילוי ללא
משיח יהוה בשמן קדשו בדרגת יחידה 111110,excel_import,,False,research_vocabulary,2015,none,deep_research,LOW,unverified_bare,normal,משיח יהוה בשמן קדשו בדרגת יחידה 111110
משיח יהוה בשנה הבאה עלינו לטובה,excel_import,,False,research_vocabulary,972,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
משיח יהוה דוד בן ישי,excel_import,,False,research_vocabulary,770,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי רגיל
משיח יהוה דוד בן ישי יבא בימינו,excel_import,,False,research_vocabulary,901,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני פליאה
משיח יהוה האחרון,excel_import,,True,thematic_corpus,654,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
