id,phrase,source,verified,connectivity,structured_corpus_role,classification_reason
d0cdcb50-e483-4c30-b78f-e97117bb427c,יעקוב מתחלף באלב,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
d132f887-3bc8-4664-8f0c-f0ef5c87dd98,יוסף מכנה את הגילוי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
d37acc73-4503-4b4c-847c-96759339e012,מספרים אותיות,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
d4700412-0c54-462f-86d7-9681a734eb29,צבי יקר יפה שאתה מדבר מתוך נקודת וחלק המשיח הפרטי שלך,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
d48dc41a-f5ad-4b35-81df-b660bb5f0e6b,צוף מתוק של פרחים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
d4eb8e0d-bf73-46b0-b3e2-b4c8a5c0c08b,נסחף,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
d62ed804-3056-479c-867b-52cee1644ecb,זהו רצף של ימים שהגימטריא שלהם,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
d6e064e8-0e06-487a-8811-8cef1f9aea48,זקנים שבקיאים ב,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
d807779e-1826-44d7-8eec-d5dd2c05ce91,פסוק שלם,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
d935e42c-dd70-487a-a86c-72b38e0a6f38,יקח נא מעט מים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
d99b5eec-5607-48b4-bab9-a6b098e253dd,חת העץ,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
d9a029d5-93ac-4dcb-89b3-5bb88a11ca5f,מפרידה,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
db12febe-497c-4356-b258-b2155bed83c2,הוא הוויות,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
dc7258ed-3fea-4325-928b-c8688d8ef3fd,בספר ירמיהו,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
dc7c77a9-110e-424d-9a2e-292f3ef781a3,כל המהות בצירוף הזה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
dcf7a8e9-601e-4e6b-a7ea-0ec4be5f0a78,קץ בא הקץ,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
dd2a76ed-eff5-4840-bcc8-24d7a6974c68,הפי דרים,wa-vip,False,aliases,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
ddedc7b0-2c82-4633-81e2-9f0d8ba9253c,שלום עם הכולל,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
de3448bf-29de-4ad9-bb4f-6374ab9f9bc2,גימטריא של המילה,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
df6b5aea-3759-4f8d-8610-bb76faf27995,ש משה,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e1597963-1185-44f3-b457-5b6e69736562,והרכבתיך,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
e237bff0-36e2-4468-a834-e6984fc9dd1a,חחח בינה מלאכית מפרגנת מאוד היא,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
e2aeb43c-60a3-4211-80b2-c2ee0ef60eda,עטרת תפארתכם,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e3559e9c-b5b7-4898-80ed-7da3ead78ae2,ו בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
e571fb25-927b-4aa0-a2f0-ed984dfe08ca,הקב,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e5a45602-c90f-4873-9197-ed974033a9df,צבי מבין,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e5c15b53-ff42-471c-8db1-966a53b73e3f,אוהב שלום ורודף שלום,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
e5d158ed-a83e-4663-8738-be2e191e6ded,גאולה ברחמים א ברחמים גדולים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
e67735b4-5628-4b14-9848-0ed2c77d6b83,עטרת צבי תפארתו,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
e67e58c6-224d-4094-a798-928856613f38,ונחבר אותו לגימטריא שבת נקבל,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
e89485bc-a96b-49f8-b129-18f84034f93b,לאחריתך,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
e923e453-fef4-4957-8b9d-6a4e3bb8b310,סוד משיח בגימטריא חלק ב,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
e9652c16-585e-4a03-a115-e15496d81e50,אומות מנח,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e97a5a67-fdb4-4d59-8d84-1614dde247ba,ד י,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e9d5824f-e64f-4877-8334-3a75d4b8b5d6,אלב,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
e9df7fe5-c9a2-424b-ab57-956d90dfc44f,מלכים א פרק י,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
eb9679bb-0465-4872-a699-f6feaf4151be,לך פה אליהו,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
ec777e29-cefc-4550-b239-beddfd7616f2,הבתרון,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
ece724d0-a792-41fe-8b1d-318c680c838c,בריאת האדם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
eceff9bd-b423-45ef-a4a8-b524a1228314,בן יזראל,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
ed7a5460-d6cf-44e8-869c-161ad029b79b,ברחמים גדולים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
ed9a099b-97c3-4bfd-a6ec-cf08de164100,שמואל משא,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
ed9e8b0f-2212-4f1f-a489-11c92f9f4e67,לך שוב,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
ee4ff092-867b-4fdf-8705-cc9bb5b46eff,מים עמוקים,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
ee82a223-0038-4f07-80d4-7188dcc899bd,ותסגר,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
eedbe6a6-2574-4804-8c0b-5799e4b232e6,מדוע באתי וכו,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
f11fdb3a-6f59-4102-afac-4d6810aac6a5,פסוק יחודי על מדוע באתי ואין איש קראתי ואין עונה קטע הפסוק הזה בדיוק גימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
f1ada935-10bb-4777-bbb3-334ce8f23516,מספר המלאכים הוא,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
f2650e56-c7f0-4376-8724-0c2e63a8b0db,משיח המילוי אותיות,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
f5189584-b22c-4c21-b69b-963c4190912f,הימג,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
f5b92519-7213-492e-b2c6-1f24ce1ec43c,ממנו יוצאים כל האומות וכל הגלויות,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
f5c7262b-d18e-4ec2-b183-48e6ee8687ac,כלם קדושים ובתוכם ה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
f62b8aa6-c375-4bad-8034-dbedbe2db1b5,וסגרת,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
f962e651-bd68-469f-8e8e-cf8cc7d850a0,וזריתם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
fa6ee8e8-95c3-4c94-8a61-93a6c2b003b5,לא ירפך ולא יעזבך,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
fb7ba512-54dc-493c-a6b3-702b8998793e,בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
fe843f81-08cd-40fa-a748-2d11a1e6007f,גילוי סוד משיח,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
73fc3f5b-f926-42bd-bf8e-c256fb6487b7,מחץ ראש על ארץ רבה,וואטסאפ הגילוי היומי,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
e3afb4e5-4466-4813-83fc-635c4cbcbebf,אהבת דוד מלך ישראל חי וקיים,וואטסאפ הגילוי היומי,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
