# RESIDUAL LEGACY POST CORPUS — NUMERIC CLAIM LEDGER v1
#
# TOTAL 2864 claims: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=963 | SOURCE_NATIVE_VARIANT=154 | SYSTEM_LAW_APPLICATION=152 | NEAR_MISS_<=3=16
# READ-ONLY. Every claim extracted from the 944-post residual corpus and classified against the
# LIVE canonical engine (public RPC: gematria_api + the 20 registered method functions).
# NOTHING was computed from memory. NO target-fitting: a claim is only ENGINE_MATCH if a registered
# method returns exactly the claimed value.
#
# class vocabulary:
#   ENGINE_MATCH             a registered canonical method reproduces the claimed value exactly
#   SOURCE_NATIVE_VARIANT    reproduces under an explicit historical operator (+כולל, -1, +אותיות, +מילים, combinations)
#   SYSTEM_LAW_APPLICATION   not a phrase calculation at all — a transform of an already-known number
#                            (millennium prefix +5000, decimal scaling x10, zero-law, אור-חוזר reversal,
#                             thousands-drop, spelled-numeral identity)
#   NEAR_MISS_<=3            within 3 of a registered method; recorded, NOT accepted
#   NOT_ENGINE_REPRODUCED    no registered method or justified operator reproduces it
#   NO_ENGINE_DATA           engine returned nothing for this string
#
# source: eq = '=' chain in body text | table = HTML table (value,phrase) row | begim = 'בגימטריה N'/'עולה N'
# columns: source	class	claimed_value	phrase	engine_detail	posts
#
eq	ENGINE_MATCH	779	סו"ד העול"ם"	mistater_gadol_calc	1488
eq	SOURCE_NATIVE_VARIANT	122	היפוך	ragil+כולל; ragil+מילים	1488
eq	SOURCE_NATIVE_VARIANT	477	הוא בעצמו" שוב	misratar+כולל	1488
eq	NOT_ENGINE_REPRODUCED	1519	ישי דוד משיח בן דוד"	ragil=758; gadol=1408	1488
eq	SYSTEM_LAW_APPLICATION	20	כף	gadol mod100	1571
eq	SYSTEM_LAW_APPLICATION	50	נון	albam digit-family(mod9)	1571
eq	NOT_ENGINE_REPRODUCED	876	בטן המילוי	ragil=162; gadol=812	50
eq	ENGINE_MATCH	748	נבצרות	gadol; ragil	50
eq	NOT_ENGINE_REPRODUCED	748	ויעתר לו ה'	ragil=727; gadol=727	50
eq	ENGINE_MATCH	748	חמש שנים	ragil	50
eq	ENGINE_MATCH	696	צרות	gadol; ragil	50
eq	ENGINE_MATCH	856	חק נבצרות	gadol; ragil	50
eq	ENGINE_MATCH	856	ראש שנה	gadol; ragil	50
eq	ENGINE_MATCH	566	יוסף קדוש	ragil	50
eq	ENGINE_MATCH	566	ישרון	ragil	50
eq	NOT_ENGINE_REPRODUCED	333	נחבר לג"ג	ragil=296; gadol=296	1309
eq	NOT_ENGINE_REPRODUCED	333	כמנין גרעין	ragil=503; gadol=1803	1309
eq	NOT_ENGINE_REPRODUCED	1234	ה ומשיח	ragil=369; gadol=369	1309
eq	NOT_ENGINE_REPRODUCED	1255	תשע"ה	ragil=775; gadol=775	1309
eq	ENGINE_MATCH	2015	תבנה ירושלם"	miluy	1318
eq	NOT_ENGINE_REPRODUCED	2015	נקבל בדיוק	ragil=304; gadol=304	1318
eq	NOT_ENGINE_REPRODUCED	2936	נקבל	ragil=182; gadol=182	1318
eq	NOT_ENGINE_REPRODUCED	781	בית המקדש ירד בימינו	ragil=1193; gadol=1193	1318
eq	NOT_ENGINE_REPRODUCED	223	ראה גם פוסט אל אקצה	ragil=631; gadol=1191	1167
eq	NOT_ENGINE_REPRODUCED	1202	ים	ragil=50; gadol=610	1205
eq	NOT_ENGINE_REPRODUCED	1355	ויצא מעם פרעה ויעתר אל י	ragil=1339; gadol=1899	1205
eq	ENGINE_MATCH	70	ע'	gadol; ragil	1205
eq	ENGINE_MATCH	2015	משיחך יבוא שבעים שנה אחרי שואה בגרמניה	ragil	1347
eq	ENGINE_MATCH	2015	מלחמת העולם תחל בסיון התשע"ה	ragil	1347
eq	ENGINE_MATCH	780	י' באב עת צרה	gadol; ragil	1347
eq	NOT_ENGINE_REPRODUCED	780	המלחמה הנוראית	ragil=800; gadol=800	1347
eq	NOT_ENGINE_REPRODUCED	780	ה אחד מעתה ועד עולם	ragil=759; gadol=1319	1347
eq	ENGINE_MATCH	67	אובאמה גוג	gadol; ragil; ragil_calc; gadol_calc	1347
eq	NEAR_MISS_<=3	67	אב אלול	gadol=70(-3); ragil=70(-3); ragil_calc=70(-3); gadol_calc=70(-3)	1347
eq	ENGINE_MATCH	226	קלמון	ragil	1347
eq	NOT_ENGINE_REPRODUCED	240	עמלק ראה הפוסט המלא על מה הגויים	ragil=901; gadol=1461	1347
eq	ENGINE_MATCH	778	תשע"ח	gadol; ragil	1572
eq	ENGINE_MATCH	1444	שמשון בן צללפונית	ragil	1572
eq	NOT_ENGINE_REPRODUCED	5777	צללפונית עם הכולל	ragil=897; gadol=1457	1572
eq	NOT_ENGINE_REPRODUCED	444	סוד המקדש	ragil=519; gadol=519	1572
eq	ENGINE_MATCH	444	נפש דוד	gadol; ragil	1572
eq	NOT_ENGINE_REPRODUCED	1335	בא"ת ב"ש	ragil=705; gadol=705	1572
eq	ENGINE_MATCH	222	מול סוף"	ragil	1572
eq	NOT_ENGINE_REPRODUCED	2116	שמש"	ragil=640; gadol=640	1572
eq	NOT_ENGINE_REPRODUCED	2116	לוי פעמים לוי	ragil=332; gadol=892	1572
eq	NOT_ENGINE_REPRODUCED	2116	דורו של מלך המשיח	ragil=999; gadol=1479	1572
eq	ENGINE_MATCH	314	לחש"	misratar	1572
eq	NOT_ENGINE_REPRODUCED	112	י	ragil=10; gadol=10	15
eq	ENGINE_MATCH	112	משיח	atbash	15
eq	ENGINE_MATCH	313	השגה	gadol; ragil	15
eq	NOT_ENGINE_REPRODUCED	1313	תחיית המתים	ragil=1323; gadol=1883	15
eq	SYSTEM_LAW_APPLICATION	33	שם משפחה	gadol mod100	1128
eq	SOURCE_NATIVE_VARIANT	3960	מייקל ריצארד פנס	kadmi-1; kadmi_gadol-1	1189
eq	ENGINE_MATCH	424	דיוויד פרידמן	ragil	1189
eq	ENGINE_MATCH	458	חתן	ragil	1189
eq	ENGINE_MATCH	458	המלך המשיח	ragil	1189
eq	ENGINE_MATCH	26	כ"ו	gadol; ragil	1189
eq	NOT_ENGINE_REPRODUCED	396	בסרטון הבא תראו שמכריז מייקל ריצרד פנס	ragil=2403; gadol=3053	1189
eq	NOT_ENGINE_REPRODUCED	424	את דבריו של טראמפ	ragil=1283; gadol=1283	1189
eq	NOT_ENGINE_REPRODUCED	424	בית המקדש שהשגריר בה הוא דייויד פרידמן	ragil=2326; gadol=2976	1189
eq	NOT_ENGINE_REPRODUCED	3960	ריצ׳רד פנס״	ragil=694; gadol=694	1189
eq	ENGINE_MATCH	396	הישועה	gadol; ragil	1189
eq	NOT_ENGINE_REPRODUCED	1363	ריצ׳רד פנס סגן הנשיא״	ragil=1173; gadol=1823	1189
eq	NOT_ENGINE_REPRODUCED	200	אמה	ragil=46; gadol=46	1302
eq	SYSTEM_LAW_APPLICATION	6	עולם	gadol mod100; miluy mod100	1385
eq	SYSTEM_LAW_APPLICATION	86	אלוקים	atbash digit-family(mod9); atbash_calc digit-family(mod9)	1385
eq	ENGINE_MATCH	474	יקוםשיח	ragil	1385
eq	ENGINE_MATCH	626	קורנפלקס	gadol; ragil	1385
eq	NOT_ENGINE_REPRODUCED	626	בשערי גאולה מי שעשה את זה	ragil=1765; gadol=1765	1385
eq	ENGINE_MATCH	367	שעון החול	misratar	936
eq	ENGINE_MATCH	367	מגיפה לפני הגאולה	misratar	936
eq	ENGINE_MATCH	450	שעון החול לגאולה	misratar	936
eq	NOT_ENGINE_REPRODUCED	2021	התשפא	ragil=786; gadol=786	936
eq	SOURCE_NATIVE_VARIANT	71	בגימטריה	siduri-1; siduri_calc-1	960
eq	ENGINE_MATCH	5779	השער יפול בתשעט"	kadmi; kadmi_gadol	960
eq	NOT_ENGINE_REPRODUCED	5780	ואנחנו עכשיו סיימנו את שנת תש"פ בגימטריה	ragil=2913; gadol=2913	960
eq	NOT_ENGINE_REPRODUCED	220	בגימטריה	ragil=279; gadol=279	960
eq	NEAR_MISS_<=3	224	הגאוה	fn_milui_only=226(-2)	1252
eq	NOT_ENGINE_REPRODUCED	224	פיגועי	ragil=179; gadol=179	1252
eq	ENGINE_MATCH	226	פוטין ואסד	ragil	1252
eq	ENGINE_MATCH	670	המדינה האיסלמית	gadol; ragil	1252
eq	ENGINE_MATCH	670	משך וקדר	ragil	1252
eq	ENGINE_MATCH	670	תירס	gadol; ragil	1252
eq	NOT_ENGINE_REPRODUCED	45	המשכן	ragil=415; gadol=1065	913
eq	NOT_ENGINE_REPRODUCED	45	ממשלה	ragil=415; gadol=415	913
eq	NOT_ENGINE_REPRODUCED	45	תודה	ragil=415; gadol=415	913
eq	NOT_ENGINE_REPRODUCED	876	ויגף"	ragil=99; gadol=819	913
eq	ENGINE_MATCH	877	אשר עשו	gadol; ragil; ragil_calc; gadol_calc	913
eq	NOT_ENGINE_REPRODUCED	877	ה' בעתה אחישנה	ragil=856; gadol=856	913
eq	ENGINE_MATCH	877	עד שנת היובל	gadol; ragil	913
eq	ENGINE_MATCH	876	אשר עשה	gadol; ragil; ragil_calc; gadol_calc	913
eq	ENGINE_MATCH	58	חן	ragil	1007
eq	SOURCE_NATIVE_VARIANT	372	ארזי הלבנון	ragil+אותיות+כולל; ragil_calc+אותיות+כולל	1007
eq	ENGINE_MATCH	372	הקורונה	gadol; ragil	1007
eq	SYSTEM_LAW_APPLICATION	73	לאחר מכן פורסמו בחדשות מספרי ה'חכמה	albam digit-family(mod9)	1007
eq	ENGINE_MATCH	786	התשפ"א	gadol; ragil	1007
eq	ENGINE_MATCH	361	משיח בא	gadol; ragil	1007
eq	SYSTEM_LAW_APPLICATION	50	אנו נמצאים בימות הספירה	kadmi_gadol digit-family(mod9); kadmi_gadol_calc digit-family(mod9)	1395
eq	ENGINE_MATCH	1948	יבשר	kadmi; kadmi_gadol	1395
eq	ENGINE_MATCH	76	עת"	fn_milui_only	1395
eq	NOT_ENGINE_REPRODUCED	776	לכן שלמות	ragil=876; gadol=1526	1395
eq	SYSTEM_LAW_APPLICATION	1000	ף	fn_milui_only zero-law	1428
eq	NOT_ENGINE_REPRODUCED	480	ק	ragil=100; gadol=100	1428
eq	SYSTEM_LAW_APPLICATION	1000	ה	fn_milui_only zero-law	1428
eq	NOT_ENGINE_REPRODUCED	1290	י	ragil=10; gadol=10	1428
eq	NOT_ENGINE_REPRODUCED	1818	י	ragil=10; gadol=10	1428
eq	NOT_ENGINE_REPRODUCED	148	ג	ragil=3; gadol=3	1428
eq	ENGINE_MATCH	1331	והמשכלים יבינו	miluy	1338
eq	NOT_ENGINE_REPRODUCED	5775	סה"כ	ragil=85; gadol=85	1349
eq	NOT_ENGINE_REPRODUCED	1692	תפח רוחם של מחשבי קיצים"	ragil=1682; gadol=2802	1349
eq	NEAR_MISS_<=3	1692	חמש שבע שבש שש	fn_milui_only=1690(+2)	1349
eq	NOT_ENGINE_REPRODUCED	5776	וכיוצא בהן לא ידע אדם איך יהיו"	ragil=412; gadol=2102	1349
eq	NOT_ENGINE_REPRODUCED	280	המילה שופר כשכותבים תקע בשפר גדול פ"ר	ragil=2949; gadol=3509	34
eq	NOT_ENGINE_REPRODUCED	300	מגדילים את הש' לשלושת אלפים	ragil=2070; gadol=3190	34
eq	ENGINE_MATCH	667	והאיש משה	gadol; ragil	34
eq	ENGINE_MATCH	402	ת"ב	gadol; ragil	34
eq	ENGINE_MATCH	402	בן עמרם	ragil	34
eq	ENGINE_MATCH	367	אולטרסאונד	gadol; ragil; ragil_calc; gadol_calc	1049
eq	ENGINE_MATCH	424	נגיף חדש	misratar	1049
eq	ENGINE_MATCH	1237	נגיף חדש בתשפ	ragil	1049
eq	ENGINE_MATCH	1000	ניתוח לב פתוח	gadol; ragil	1596
eq	NOT_ENGINE_REPRODUCED	900	ץ אם צ' סופית	ragil=777; gadol=2147	1596
eq	SOURCE_NATIVE_VARIANT	1144	שמואל בן רבי שלמה זלמן	ragil+כולל	1596
eq	NOT_ENGINE_REPRODUCED	1111	בגדולה עם האותיות והמילים	ragil=1129; gadol=2249	1596
eq	ENGINE_MATCH	367	רוני נומה	gadol; ragil	1058
eq	ENGINE_MATCH	266	רוני	gadol; ragil	1058
eq	ENGINE_MATCH	266	קורונה	atbash	1058
eq	ENGINE_MATCH	881	רוני נומה	miluy	1058
eq	ENGINE_MATCH	588	ההסכם שיוביל לגוג ומגוג	ragil	1321
eq	ENGINE_MATCH	588	והיתה ליהוה המלוכה	gadol; ragil	1321
eq	ENGINE_MATCH	780	קץ הסתר הפנים	misratar	1321
eq	ENGINE_MATCH	1820	קץ הסתר הפנים התשע"ה	ragil	1321
eq	ENGINE_MATCH	780	חירות	misratar	1321
eq	NEAR_MISS_<=3	1234	התגלות י	misratar=1237(-3); mistater_gadol_calc=1237(-3)	248
eq	ENGINE_MATCH	1234	ממשלת משיח בן דוד	ragil	248
eq	NOT_ENGINE_REPRODUCED	4500	שופרסל דיל	ragil=720; gadol=720	1165
eq	NOT_ENGINE_REPRODUCED	3960	שופרסל דיל ביבנה	ragil=789; gadol=789	1165
eq	NOT_ENGINE_REPRODUCED	3580	רחוב דרך הים	ragil=495; gadol=1535	1165
eq	ENGINE_MATCH	778	סניף שופרסל	misratar	1165
eq	ENGINE_MATCH	676	סנפיר וטיראן"	ragil	1240
eq	NOT_ENGINE_REPRODUCED	541	ל"ישראל	ragil=571; gadol=571	1240
eq	NOT_ENGINE_REPRODUCED	776	גארדימנקו	ragil=414; gadol=414	1392
eq	NOT_ENGINE_REPRODUCED	358	פלא"	ragil=111; gadol=111	1392
eq	NOT_ENGINE_REPRODUCED	227	שביט יורה חיצים" חללית האם נקראת רוזטה	ragil=2202; gadol=3322	1392
eq	ENGINE_MATCH	227	ברכה	gadol; ragil	1392
eq	ENGINE_MATCH	1237	כל הכתיבים	miluy	1427
eq	NOT_ENGINE_REPRODUCED	384	הוה	ragil=16; gadol=16	1718
eq	ENGINE_MATCH	224	יוסף חיים"	ragil	1718
eq	ENGINE_MATCH	196	קוץ	ragil	1718
eq	ENGINE_MATCH	410	דרור	gadol; ragil	1718
eq	ENGINE_MATCH	410	קדוש	gadol; ragil	1718
eq	SOURCE_NATIVE_VARIANT	410	בן עמרם	ragil+אותיות+מילים	1718
eq	SYSTEM_LAW_APPLICATION	45	ויגש" בפרק מ"ה שבגמטריה	miluy_demiluy_calc digit-family(mod9); stair_triangle_calc digit-family(mod9); triangle_reverse_calc digit-family(mod9)	947
eq	SYSTEM_LAW_APPLICATION	12	כך שכל הפסוק בגימטריה	aiq_bekar_calc digit-family(mod9); stair_triangle_calc mod100	947
eq	ENGINE_MATCH	155	סעודיה	gadol; ragil	1382
eq	ENGINE_MATCH	155	פוטין	ragil	1382
eq	ENGINE_MATCH	155	קנ"ה	gadol; ragil	1382
eq	ENGINE_MATCH	130	סע"	gadol; ragil	1382
eq	ENGINE_MATCH	25	ודיה"	gadol; ragil; siduri	1382
eq	ENGINE_MATCH	25	כה'	gadol; ragil	1382
eq	NOT_ENGINE_REPRODUCED	25	מס' אותיות	ragil=923; gadol=923	1382
eq	SOURCE_NATIVE_VARIANT	238	שמע ישראל ה' אלקינו ה' אחד רובל	siduri-1	1382
eq	ENGINE_MATCH	238	הסכמי אוסלו	gadol; ragil	1382
eq	NOT_ENGINE_REPRODUCED	359	מטבע רוסי	ragil=397; gadol=397	1382
eq	SOURCE_NATIVE_VARIANT	359	משיח	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1382
eq	ENGINE_MATCH	276	רוסי	gadol; ragil	1382
eq	NOT_ENGINE_REPRODUCED	276	תשע"ו	ragil=776; gadol=776	1382
eq	NOT_ENGINE_REPRODUCED	5776	רוסי	ragil=276; gadol=276	1382
eq	ENGINE_MATCH	626	בושה בושה	gadol; ragil	179
eq	ENGINE_MATCH	939	בושה בושה בושה	gadol; ragil	179
eq	SOURCE_NATIVE_VARIANT	939	כח קפלן	gadol+כולל	179
eq	ENGINE_MATCH	119	טעם	ragil	179
eq	ENGINE_MATCH	119	ניגון	ragil	179
eq	ENGINE_MATCH	776	יג מידות הרחמים	ragil	1276
eq	ENGINE_MATCH	1692	ירכתי צפון ולדמיר פוטין	misratar	1276
eq	SYSTEM_LAW_APPLICATION	111	פלא ו	miluy_demiluy_calc zero-law; miluy_demiluy_calc÷10 (zero-drop)	1098
eq	ENGINE_MATCH	14	זהב	gadol; ragil; siduri	1098
eq	ENGINE_MATCH	67	בינה'	gadol; ragil	1098
eq	SYSTEM_LAW_APPLICATION	45	העולם הולך ומתחמם לקראת ה"גאולה	miluy mod100	1123
eq	SYSTEM_LAW_APPLICATION	41	ישראל	gadol mod100; ragil mod100	1123
eq	NOT_ENGINE_REPRODUCED	3333	תשפ"א	ragil=781; gadol=781	1440
eq	SYSTEM_LAW_APPLICATION	5781	תשפ"א	gadol+5000 (millennium prefix); ragil+5000 (millennium prefix)	1440
eq	NOT_ENGINE_REPRODUCED	3333	גל"גל	ragil=66; gadol=66	1440
eq	NOT_ENGINE_REPRODUCED	3333	ב' פעמים ג"ל	ragil=275; gadol=835	1440
eq	ENGINE_MATCH	784	התשעט	gadol; ragil	1440
eq	ENGINE_MATCH	784	בית שבע	gadol; ragil	1440
eq	ENGINE_MATCH	784	שבועות	gadol; ragil	1440
eq	ENGINE_MATCH	784	בית בן ישי	ragil	1440
eq	SOURCE_NATIVE_VARIANT	248	עם המילים	ragil+מילים+כולל	964
eq	SYSTEM_LAW_APPLICATION	36	לו" בגימטריה	gadol digit-family(mod9); ragil digit-family(mod9); siduri digit-family(mod9)	964
eq	ENGINE_MATCH	80	חוכי לו"	gadol; ragil	964
eq	NOT_ENGINE_REPRODUCED	5780	בגימטריא שהיא השנה שלנו שנת תש"פ	ragil=2867; gadol=2867	964
eq	NOT_ENGINE_REPRODUCED	596	הרגיל	ragil=248; gadol=248	993
eq	NOT_ENGINE_REPRODUCED	1333	כזכור בנימין נתניהו	ragil=936; gadol=1586	993
eq	NOT_ENGINE_REPRODUCED	152	צמח דוד הקב"ה מצמיח את דוד מהריסות	ragil=1588; gadol=1588	993
eq	ENGINE_MATCH	1692	יבא שנת מוצאי שבעית	gadol; ragil	1356
eq	NOT_ENGINE_REPRODUCED	1692	הגאולה ברחמים	ragil=350; gadol=910	1356
eq	NOT_ENGINE_REPRODUCED	776	י יעקב	ragil=192; gadol=192	1356
eq	ENGINE_MATCH	596	רכבת"	misratar	1665
eq	SYSTEM_LAW_APPLICATION	21	בגימטריה	kadmi digit-family(mod9); kadmi_calc digit-family(mod9); kadmi_gadol digit-family(mod9); kadmi_gadol_calc digit-family(mod9)	941
eq	NOT_ENGINE_REPRODUCED	222	עני ו רכב על חמור" גימטריה רכב	ragil=1211; gadol=1211	941
eq	ENGINE_MATCH	2015	בעתה אחישנה יובל חמש שבע הישועה	gadol; ragil	1335
eq	NOT_ENGINE_REPRODUCED	2015	אחישנה יובל חמש שבע דויד בן ישי	ragil=1538; gadol=2188	1335
eq	ENGINE_MATCH	112	אהי"ה הויה אדנ"י	gadol; ragil; ragil_calc; gadol_calc	1568
eq	NOT_ENGINE_REPRODUCED	222	קים לי בגויה" עם הכולל	ragil=417; gadol=1537	1568
eq	NOT_ENGINE_REPRODUCED	112	קליפת עמלק באתב"ש	ragil=1565; gadol=1565	1568
eq	NOT_ENGINE_REPRODUCED	112	משיח באתב"ש	ragil=1063; gadol=1063	1568
eq	ENGINE_MATCH	112	יב"ק	gadol; ragil	1568
eq	SOURCE_NATIVE_VARIANT	410	סינגפור	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1568
eq	ENGINE_MATCH	410	אליהו משיח	gadol; ragil; ragil_calc; gadol_calc	1568
eq	NOT_ENGINE_REPRODUCED	781	עם הכוללים	ragil=251; gadol=1371	1214
eq	ENGINE_MATCH	776	חלול שבת	gadol; ragil	1514
eq	ENGINE_MATCH	353	גשמי	gadol; ragil	1004
eq	ENGINE_MATCH	353	סוד הויה ליריאו	gadol; ragil	1004
eq	ENGINE_MATCH	353	שמחה	gadol; ragil	1004
eq	NOT_ENGINE_REPRODUCED	588	מלחמת גוג ומגוג שהיא תהיה בתפר שבין	ragil=2368; gadol=3018	1283
eq	ENGINE_MATCH	1139	אל ניניו בפתח	fn_milui_only	1283
eq	ENGINE_MATCH	1139	משיח התשעו	gadol; ragil	1283
eq	NOT_ENGINE_REPRODUCED	277	רז	ragil=207; gadol=207	1399
eq	NOT_ENGINE_REPRODUCED	1692	כזכור הגאולה ברחמים	ragil=603; gadol=1163	1316
eq	SYSTEM_LAW_APPLICATION	86	מקום	atbash digit-family(mod9); ragil mod100	1326
eq	ENGINE_MATCH	775	השקר צף	ragil	1326
eq	ENGINE_MATCH	775	תשע"ה	gadol; ragil	1326
eq	SYSTEM_LAW_APPLICATION	67	נתחיל בזה ש"יבנה	triangle_word_calc digit-family(mod9)	1326
eq	ENGINE_MATCH	676	שלמה ארצי"	gadol; ragil	1326
eq	SOURCE_NATIVE_VARIANT	358	יוסף סלומון	ragil+אותיות	1169
eq	SYSTEM_LAW_APPLICATION	14	דוד הדור ה	miluy digit-family(mod9)	1169
eq	ENGINE_MATCH	358	מגנומיטר	gadol; ragil	1169
eq	SYSTEM_LAW_APPLICATION	66	הרעידה ב יון	atbash digit-family(mod9)	1169
eq	ENGINE_MATCH	396	טורקיה יון	ragil; atbash	1169
eq	NOT_ENGINE_REPRODUCED	396	דויד בן ישי פורסם ב	ragil=784; gadol=1994	1169
eq	ENGINE_MATCH	223	אל אקצה	misratar; mistater_calc; mistater_gadol_calc	1169
eq	NOT_ENGINE_REPRODUCED	450	גאולה צמוד לשם חלמיש	ragil=943; gadol=1503	1169
eq	NOT_ENGINE_REPRODUCED	776	הוה	ragil=16; gadol=16	1285
eq	NOT_ENGINE_REPRODUCED	776	היא שנת תשע"ו	ragil=1542; gadol=1542	1285
eq	NOT_ENGINE_REPRODUCED	776	זו שנת ה צירוף מקרים	ragil=1544; gadol=2824	1285
eq	ENGINE_MATCH	2015	זו שנת שתים אפס אחד חמש	ragil	1285
eq	ENGINE_MATCH	2015	בוא משיח שתים אפס אחת חמש	ragil	1285
eq	NOT_ENGINE_REPRODUCED	1100	שתים אפס אחת חמש	ragil=1648; gadol=2208	1285
eq	ENGINE_MATCH	1100	אחת אחת אפס אפס	gadol; ragil; ragil_calc; gadol_calc	1285
eq	NOT_ENGINE_REPRODUCED	7760	ה נלחם לישראל בתחבולות בעתה	ragil=2035; gadol=2595	1341
eq	NOT_ENGINE_REPRODUCED	776	המסתתר	ragil=1105; gadol=1105	1341
eq	NOT_ENGINE_REPRODUCED	5410	המילוי ללא מילה גדול	ragil=290; gadol=290	1341
eq	SYSTEM_LAW_APPLICATION	5410	ישראל	gadol zero-law; gadol×10 (decimal scaling); ragil zero-law; ragil×10 (decimal scaling)	1341
eq	NOT_ENGINE_REPRODUCED	5410	עם ישראל צריך לשמוע	ragil=1417; gadol=2457	1341
eq	ENGINE_MATCH	777	וישבתם בטח"	ragil	1581
eq	SOURCE_NATIVE_VARIANT	1335	וישבתם בה"	gadol+אותיות+מילים	1581
eq	NOT_ENGINE_REPRODUCED	843	משיח	ragil=358; gadol=358	17
eq	NOT_ENGINE_REPRODUCED	776	עצמי	ragil=210; gadol=210	17
eq	SYSTEM_LAW_APPLICATION	26	הוויה	fn_milui_only digit-family(mod9); fn_milui_only אור-חוזר (reversal); miluy_demiluy_calc digit-family(mod9); miluy_demiluy_gadol_calc digit-family(mod9	17
eq	NOT_ENGINE_REPRODUCED	713	על סין מעוז מצרים"	ragil=723; gadol=1933	1080
eq	NOT_ENGINE_REPRODUCED	613	סין מעוז מצרים"	ragil=623; gadol=1833	1080
eq	ENGINE_MATCH	385	שפה	gadol; ragil	1086
eq	ENGINE_MATCH	873	אין עוד מלבדו	gadol; gadol_calc	1086
eq	ENGINE_MATCH	780	תש"פ	gadol; ragil	1086
eq	ENGINE_MATCH	310	עמר	gadol; ragil	1225
eq	NOT_ENGINE_REPRODUCED	310	כמניין קרי	ragil=490; gadol=1140	1225
eq	ENGINE_MATCH	50	נ	gadol; ragil; ribua_calc; ribua_gadol_calc; triangle_reverse_calc; stair_triangle_calc; triangle_word_calc	1225
eq	NOT_ENGINE_REPRODUCED	176	לעומר	ragil=346; gadol=346	1225
eq	SYSTEM_LAW_APPLICATION	1	עמלק	stair_triangle_calc digit-family(mod9); triangle_reverse_calc digit-family(mod9)	1304
eq	SYSTEM_LAW_APPLICATION	0	משיח בן דויד משיח בן יוסף	albam mod100; ragil mod100; ribua_calc mod100	1304
eq	NOT_ENGINE_REPRODUCED	434	ומילוי ורגיל	ragil=351; gadol=351	1306
eq	NOT_ENGINE_REPRODUCED	1820	סוד יהו	ragil=91; gadol=91	1306
eq	ENGINE_MATCH	2936	תשעו	kadmi; kadmi_gadol	1306
eq	NEAR_MISS_<=3	70	הצמצום	siduri=73(-3)	1535
eq	NOT_ENGINE_REPRODUCED	1820	במילוי האותיות	ragil=926; gadol=926	1397
eq	NOT_ENGINE_REPRODUCED	776	פלא פלאים וכן ביאת המשיח	ragil=1124; gadol=2334	1397
eq	ENGINE_MATCH	1335	הגירה לאירופה התשעה	gadol; ragil	1298
eq	ENGINE_MATCH	1335	ההגירה ההמונית בשנת התשעה	atbash	1298
eq	SOURCE_NATIVE_VARIANT	1692	ההגירה ההמונית בשנת הקץ	ragil+כולל	1298
eq	SOURCE_NATIVE_VARIANT	1692	הגירת פליטים לאירופה	gadol+מילים	1298
eq	ENGINE_MATCH	588	ההגירה ההמונית	fn_milui_only	1298
eq	NOT_ENGINE_REPRODUCED	3960	מעניין ש"משיח תשובה"	ragil=1601; gadol=2251	1303
eq	NOT_ENGINE_REPRODUCED	3960	משיח בחמשת אלפים שבע מאות שבעים ושש"	ragil=3116; gadol=4236	1303
eq	ENGINE_MATCH	396	דויד בן ישי"	ragil	1303
eq	NOT_ENGINE_REPRODUCED	2756	תשעו	ragil=776; gadol=776	1303
eq	ENGINE_MATCH	40	מ	gadol; ragil	1328
eq	ENGINE_MATCH	44	דם	ragil	1328
eq	ENGINE_MATCH	44	ילד	gadol; ragil	1328
eq	NOT_ENGINE_REPRODUCED	404	לכן דת	ragil=504; gadol=1154	1328
eq	NOT_ENGINE_REPRODUCED	440	אלופו של עולם למת	ragil=1069; gadol=1629	1328
eq	NOT_ENGINE_REPRODUCED	358	שנים לפני הספירה	ragil=930; gadol=1490	1372
eq	NOT_ENGINE_REPRODUCED	358	משיח ראה ויקיפדיה	ragil=789; gadol=789	1372
eq	SOURCE_NATIVE_VARIANT	66	איטליה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים; ragil_calc+כולל; ragil_calc+מילים; gadol_calc+כולל; gadol_calc+מילים	1546
eq	SOURCE_NATIVE_VARIANT	66	גנואה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים	1546
eq	NOT_ENGINE_REPRODUCED	10	יניקה מספירת המלכות	ragil=1466; gadol=1466	1546
eq	NOT_ENGINE_REPRODUCED	835	צרפת	ragil=770; gadol=770	1546
eq	NOT_ENGINE_REPRODUCED	358	אותם מספרים של משיח	ragil=1565; gadol=2685	1546
eq	NOT_ENGINE_REPRODUCED	130	ו" דוד הנחלאווי" בגימטריה	ragil=415; gadol=415	1770
eq	ENGINE_MATCH	358	שאהבן"	ragil	1770
eq	NOT_ENGINE_REPRODUCED	1400	דוד פי	ragil=104; gadol=104	27
eq	ENGINE_MATCH	14	זהב"	gadol; ragil; siduri	27
eq	NOT_ENGINE_REPRODUCED	1111	הוה אינסופית	ragil=633; gadol=633	228
eq	NOT_ENGINE_REPRODUCED	111	פלא אח"כ	ragil=140; gadol=140	228
eq	ENGINE_MATCH	26	יהוה אח"כ	misratar	228
