# NUMERIC CLAIM LEDGER v2 — re-adjudicated under gematria_db_first_and_enrich_law v3
# DB-first (gematria_words 12,580 anchor phrases) + full registered-method sweep + historical
# operators + system-law transforms + ktiv male/haser expansion (ktiv_male_haser_repair_law v2).
# ORTHOGRAPHIC_CANDIDATE_SPECULATIVE = a GENERATED spelling that happens to hit; per ktiv law it is
# tier-C and is NOT counted as a resolution. Only ATTESTED (corpus-backed) variants resolve.
# source	class	claimed_value	phrase	detail	anchor_note	posts
# TOTALS: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=1000 | SOURCE_NATIVE_VARIANT=162 | SYSTEM_LAW_APPLICATION=74 | ORTHOGRAPHIC_CANDIDATE_SPECULATIVE=30 | ORTHOGRAPHIC_VARIANT_MATCH_ATTESTED=10 | NEAR_MISS_<=3=9
eq	NOT_ENGINE_REPRODUCED	396	דויד בן ישי פורסם ב	ragil=784	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1169
eq	ENGINE_MATCH	223	אל אקצה	misratar; mistater_calc; mistater_gadol_calc		1169
eq	NOT_ENGINE_REPRODUCED	450	גאולה צמוד לשם חלמיש	ragil=943	value also held by 124 corpus anchor(s) e.g. אויב(albam)	1169
eq	NOT_ENGINE_REPRODUCED	776	הוה	ragil=16	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1285
eq	NOT_ENGINE_REPRODUCED	776	היא שנת תשע"ו	ragil=1542	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1285
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	776	זו שנת ה צירוף מקרים	GOVERNED_ORTHOGRAPHIC_CANDIDATE «זו שנת ה צורוף מקרים» (albam)		1285
eq	ENGINE_MATCH	2015	זו שנת שתים אפס אחד חמש	ragil		1285
eq	ENGINE_MATCH	2015	בוא משיח שתים אפס אחת חמש	ragil		1285
eq	NOT_ENGINE_REPRODUCED	1100	שתים אפס אחת חמש	ragil=1648	value also held by 56 corpus anchor(s) e.g. אבא(atbash)	1285
eq	ENGINE_MATCH	1100	אחת אחת אפס אפס	gadol; gadol_calc; ragil; ragil_calc		1285
eq	NOT_ENGINE_REPRODUCED	7760	ה נלחם לישראל בתחבולות בעתה	ragil=2035	value also held by 1 corpus anchor(s) e.g. מלחמת העולם השלישית בשנה(kadmi)	1341
eq	NOT_ENGINE_REPRODUCED	776	המסתתר	ragil=1105	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1341
eq	NOT_ENGINE_REPRODUCED	5410	המילוי ללא מילה גדול	ragil=290	value also held by 1 corpus anchor(s) e.g. יהוה ישמח במשיח(miluy_demiluy)	1341
eq	SYSTEM_LAW_APPLICATION	5410	ישראל	gadolx10 decimal-scaling; ragilx10 decimal-scaling		1341
eq	NOT_ENGINE_REPRODUCED	5410	עם ישראל צריך לשמוע	ragil=1417	value also held by 1 corpus anchor(s) e.g. יהוה ישמח במשיח(miluy_demiluy)	1341
eq	ENGINE_MATCH	777	וישבתם בטח"	ragil		1581
eq	SOURCE_NATIVE_VARIANT	1335	וישבתם בה"	gadol+אותיות+מילים		1581
eq	NOT_ENGINE_REPRODUCED	843	משיח	ragil=358	value also held by 63 corpus anchor(s) e.g. אגוז לוז עצם לחיים(ribua)	17
eq	NOT_ENGINE_REPRODUCED	776	עצמי	ragil=210	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	17
eq	SYSTEM_LAW_APPLICATION	26	הוויה	fn_milui_only אור-חוזר		17
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	713	על סין מעוז מצרים"	GOVERNED_ORTHOGRAPHIC_CANDIDATE «על סין מעוז מצרם"» (ragil)		1080
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	613	סין מעוז מצרים"	GOVERNED_ORTHOGRAPHIC_CANDIDATE «סין מעוז מצרם"» (ragil)		1080
eq	ENGINE_MATCH	385	שפה	gadol; ragil		1086
eq	ENGINE_MATCH	873	אין עוד מלבדו	gadol; gadol_calc		1086
eq	ENGINE_MATCH	780	תש"פ	gadol; ragil		1086
eq	ENGINE_MATCH	310	עמר	gadol; ragil		1225
eq	NOT_ENGINE_REPRODUCED	310	כמניין קרי	ragil=490	value also held by 138 corpus anchor(s) e.g. אחד אפס אפס אפס(albam)	1225
eq	ENGINE_MATCH	50	נ	gadol; ragil; ribua_calc; ribua_gadol_calc; stair_triangle_calc; triangle_reverse_calc; triangle_word_calc		1225
eq	NOT_ENGINE_REPRODUCED	176	לעומר	ragil=346	value also held by 79 corpus anchor(s) e.g. אחת היא יונתי תמתי(siduri)	1225
eq	NOT_ENGINE_REPRODUCED	1	עמלק	ragil=240	value also held by 14 corpus anchor(s) e.g. א(ragil)	1304
eq	SYSTEM_LAW_APPLICATION	0	משיח בן דויד משיח בן יוסף	albam mod100; ragil mod100; ribua_calc mod100		1304
eq	NOT_ENGINE_REPRODUCED	434	ומילוי ורגיל	ragil=351	value also held by 75 corpus anchor(s) e.g. אדם דוד שלמה(ragil)	1306
eq	NOT_ENGINE_REPRODUCED	1820	סוד יהו	ragil=91	value also held by 115 corpus anchor(s) e.g. אחדות יהוה בגאולה(kadmi)	1306
eq	ENGINE_MATCH	2936	תשעו	kadmi; kadmi_gadol		1306
eq	NEAR_MISS_<=3	70	הצמצום	siduri=73(-3)	value also held by 192 corpus anchor(s) e.g. אב(albam)	1535
eq	NOT_ENGINE_REPRODUCED	1820	במילוי האותיות	ragil=926	value also held by 115 corpus anchor(s) e.g. אחדות יהוה בגאולה(kadmi)	1397
eq	NOT_ENGINE_REPRODUCED	776	פלא פלאים וכן ביאת המשיח	ragil=1124	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1397
eq	ENGINE_MATCH	1335	הגירה לאירופה התשעה	gadol; ragil		1298
eq	ENGINE_MATCH	1335	ההגירה ההמונית בשנת התשעה	atbash		1298
eq	SOURCE_NATIVE_VARIANT	1692	ההגירה ההמונית בשנת הקץ	ragil+כולל		1298
eq	SOURCE_NATIVE_VARIANT	1692	הגירת פליטים לאירופה	gadol+3כוללים; gadol+מילים		1298
eq	ENGINE_MATCH	588	ההגירה ההמונית	fn_milui_only		1298
eq	NOT_ENGINE_REPRODUCED	3960	מעניין ש"משיח תשובה"	ragil=1601	value also held by 13 corpus anchor(s) e.g. אֲנִי אֶהְיֶה-לּוֹ לְאָב, וְהוּא יִהְיֶה-לִּי לְבֵן; וְחַסְדִּי, לֹא-אָסִיר מֵעִמּוֹ, כַּאֲשֶׁר הֲסִירוֹתִי, מֵאֲשֶׁר הָיָה לְפָנֶיךָ(gadol)	1303
eq	NOT_ENGINE_REPRODUCED	3960	משיח בחמשת אלפים שבע מאות שבעים ושש"	ragil=3116	value also held by 13 corpus anchor(s) e.g. אֲנִי אֶהְיֶה-לּוֹ לְאָב, וְהוּא יִהְיֶה-לִּי לְבֵן; וְחַסְדִּי, לֹא-אָסִיר מֵעִמּוֹ, כַּאֲשֶׁר הֲסִירוֹתִי, מֵאֲשֶׁר הָיָה לְפָנֶיךָ(gadol)	1303
eq	ENGINE_MATCH	396	דויד בן ישי"	ragil		1303
eq	NOT_ENGINE_REPRODUCED	2756	תשעו	ragil=776	value also held by 11 corpus anchor(s) e.g. אדם בינה דעת חכם(miluy)	1303
eq	ENGINE_MATCH	40	מ	gadol; ragil		1328
eq	ENGINE_MATCH	44	דם	ragil		1328
eq	ENGINE_MATCH	44	ילד	gadol; ragil		1328
eq	NOT_ENGINE_REPRODUCED	404	לכן דת	ragil=504	value also held by 87 corpus anchor(s) e.g. אגם צרפי(albam)	1328
eq	NOT_ENGINE_REPRODUCED	440	אלופו של עולם למת	ragil=1069	value also held by 104 corpus anchor(s) e.g. אדמור האמצעי(misratar)	1328
eq	NOT_ENGINE_REPRODUCED	358	שנים לפני הספירה	ragil=930	value also held by 126 corpus anchor(s) e.g. אגוז לוז עצם לחיים(ragil)	1372
eq	NOT_ENGINE_REPRODUCED	358	משיח ראה ויקיפדיה	ragil=789	value also held by 126 corpus anchor(s) e.g. אגוז לוז עצם לחיים(ragil)	1372
eq	SOURCE_NATIVE_VARIANT	66	איטליה	gadol+כולל; gadol+מילים; gadol_calc+כולל; gadol_calc+מילים		1546
eq	SOURCE_NATIVE_VARIANT	66	גנואה	gadol+כולל; gadol+מילים; ragil+כולל; ragil+מילים		1546
eq	NOT_ENGINE_REPRODUCED	10	יניקה מספירת המלכות	ragil=1466	value also held by 80 corpus anchor(s) e.g. אבוא(ragil)	1546
eq	NOT_ENGINE_REPRODUCED	835	צרפת	ragil=770	value also held by 41 corpus anchor(s) e.g. אבישג השנמית(albam)	1546
eq	NOT_ENGINE_REPRODUCED	358	אותם מספרים של משיח	ragil=1565	value also held by 126 corpus anchor(s) e.g. אגוז לוז עצם לחיים(ragil)	1546
eq	NOT_ENGINE_REPRODUCED	130	ו" דוד הנחלאווי" בגימטריה	ragil=415	value also held by 157 corpus anchor(s) e.g. אבד(albam)	1770
eq	ENGINE_MATCH	358	שאהבן"	ragil		1770
eq	NOT_ENGINE_REPRODUCED	1400	דוד פי	ragil=104	value also held by 65 corpus anchor(s) e.g. אבוא היום(atbash)	27
eq	ENGINE_MATCH	14	זהב"	gadol; ragil; siduri		27
eq	NOT_ENGINE_REPRODUCED	1111	הוה אינסופית	ragil=633	value also held by 97 corpus anchor(s) e.g. אברהם רחימא משה רחימא(ragil)	228
eq	NOT_ENGINE_REPRODUCED	111	פלא אח"כ	ragil=140	value also held by 186 corpus anchor(s) e.g. א(miluy)	228
eq	ENGINE_MATCH	26	יהוה אח"כ	misratar		228
eq	NOT_ENGINE_REPRODUCED	33	כמניין גל	ragil=213	value also held by 125 corpus anchor(s) e.g. אבוקה(siduri)	1239
eq	SYSTEM_LAW_APPLICATION	1	פלא	hakpala_calc mod100; ribua mod100; ribua_calc mod100		1239
eq	NOT_ENGINE_REPRODUCED	502	בגימטריה שזה גימטריה של ארור המן	ragil=1700	value also held by 102 corpus anchor(s) e.g. אבדת גופו(ragil)	1374
eq	ENGINE_MATCH	502	ברוך מרדכי	ragil		1374
eq	ENGINE_MATCH	603	חוט השערה	gadol; ragil		1374
eq	ENGINE_MATCH	603	בני ישראל	gadol; ragil		1374
eq	SYSTEM_LAW_APPLICATION	7790	תשע"ט	gadolx10 decimal-scaling; ragilx10 decimal-scaling		1536
eq	NOT_ENGINE_REPRODUCED	1820	פרה אדמה תמימה	ragil=830	value also held by 115 corpus anchor(s) e.g. אחדות יהוה בגאולה(kadmi)	1536
eq	ENGINE_MATCH	58	משיח ו	siduri		1536
eq	ENGINE_MATCH	776	ביאת המשיח"	gadol; ragil		1704
eq	NOT_ENGINE_REPRODUCED	776	והפלא שגם המסתתר	ragil=1570	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1704
eq	NOT_ENGINE_REPRODUCED	424	הראשי תיבות וסופי התיבות	ragil=2319	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	1704
eq	NOT_ENGINE_REPRODUCED	1124	ה אחד"	ragil=18	value also held by 57 corpus anchor(s) e.g. אדם קין הבל(kadmi)	1762
eq	ENGINE_MATCH	1124	חקת התורה"	gadol; ragil		1762
eq	ENGINE_MATCH	1124	יגל יעקב ישמח ישראל"	gadol; ragil		1762
eq	ENGINE_MATCH	1124	אלדולה אלאסלאמיה פי אלעראק ואלשאם"	ragil; ragil_calc		1762
eq	ENGINE_MATCH	1124	ערביי ארץ ישראל"	ragil		1762
eq	NOT_ENGINE_REPRODUCED	1118	שמע ישראל"	ragil=951	value also held by 92 corpus anchor(s) e.g. איבוד הדעת(atbash)	1508
eq	ENGINE_MATCH	1336	גבעת אסף"	gadol		1508
eq	ENGINE_MATCH	109	מובילאיי	gadol; ragil		1654
eq	ENGINE_MATCH	366	הר החוצבים	ragil		1654
eq	ENGINE_MATCH	366	המשיח בא	gadol; ragil		1654
eq	ENGINE_MATCH	30	יהודה	gadol; ragil; siduri		1654
eq	NOT_ENGINE_REPRODUCED	50	חמישים שערי טומאה	ragil=1049	value also held by 173 corpus anchor(s) e.g. אב ואם(ragil)	1654
eq	ENGINE_MATCH	333	שכחה	gadol; ragil		1654
eq	NOT_ENGINE_REPRODUCED	45	המשולש של נס	ragil=1121	value also held by 180 corpus anchor(s) e.g. אב ואם(misratar)	1518
eq	NOT_ENGINE_REPRODUCED	336	המילוי והרגיל	ragil=355	value also held by 83 corpus anchor(s) e.g. אדע(kadmi)	1518
eq	ENGINE_MATCH	424	טילי קורנט	gadol; ragil		1518
eq	NOT_ENGINE_REPRODUCED	424	משיח בן דוד לעבר אוטובוס עם	ragil=926	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	1518
eq	NOT_ENGINE_REPRODUCED	52	זה קולו של אליהו	ragil=536	value also held by 203 corpus anchor(s) e.g. אבא ואמא(ragil)	1720
eq	NOT_ENGINE_REPRODUCED	39	הוה אחד"	ragil=29	value also held by 185 corpus anchor(s) e.g. אביט(ribua)	1720
eq	NOT_ENGINE_REPRODUCED	860	א	ragil=1	value also held by 86 corpus anchor(s) e.g. אביחיל(atbash)	1720
eq	NOT_ENGINE_REPRODUCED	974	בינה מלאכותית כל זה מרמז לנו שאנו	ragil=1766	value also held by 55 corpus anchor(s) e.g. אותיות העברית(albam)	59
eq	NEAR_MISS_<=3	974	ב ערב שבת	gadol=976(-2); gadol_calc=976(-2); ragil=976(-2)	value also held by 55 corpus anchor(s) e.g. אותיות העברית(albam)	59
eq	NOT_ENGINE_REPRODUCED	974	נבראה תתקעד דורות לפני בריאת העולם תתקע"ד	ragil=3756	value also held by 55 corpus anchor(s) e.g. אותיות העברית(albam)	59
eq	NOT_ENGINE_REPRODUCED	330	ס	ragil=60	value also held by 93 corpus anchor(s) e.g. אדם בהול על ממונו(ragil)	59
eq	ENGINE_MATCH	116	אלי כהן	ragil; ragil_calc		1206
eq	ENGINE_MATCH	116	ינון	ragil		1206
eq	ENGINE_MATCH	116	עמו	gadol; ragil		1206
eq	ENGINE_MATCH	116	עליו	gadol; ragil		1206
eq	ENGINE_MATCH	1820	לעשות נחת רוח ליוצרו	gadol; ragil		1350
eq	ENGINE_MATCH	1820	מדוע באתי ואין איש קראתי ואין עונה	ragil		1350
eq	SYSTEM_LAW_APPLICATION	26	כפול שם ה'	miluy_demiluy_gadol_calc mod100		1350
eq	NOT_ENGINE_REPRODUCED	1820	כפול שם ה'	ragil=481	value also held by 115 corpus anchor(s) e.g. אחדות יהוה בגאולה(kadmi)	1350
eq	ENGINE_MATCH	775	י' שמיטות	gadol; ragil		1376
eq	ENGINE_MATCH	1335	עשר שמיטות	gadol; ragil		1376
eq	ENGINE_MATCH	413	אומיקרון	ragil; ragil_calc		1406
eq	NOT_ENGINE_REPRODUCED	233	אור י	ragil=217	value also held by 65 corpus anchor(s) e.g. אהב שלום(albam)	1520
eq	NOT_ENGINE_REPRODUCED	50	שער החמישים	ragil=983	value also held by 173 corpus anchor(s) e.g. אב ואם(ragil)	1520
eq	NOT_ENGINE_REPRODUCED	111	אותיות בגימטריה פלא	ragil=1213	value also held by 186 corpus anchor(s) e.g. א(miluy)	1783
eq	ENGINE_MATCH	14	יד'	gadol; ragil; siduri		97
eq	ENGINE_MATCH	65	אדני	gadol; gadol_calc; ragil; ragil_calc		97
eq	ENGINE_MATCH	208	בור	gadol; ragil		1033
eq	SYSTEM_LAW_APPLICATION	5	היכל	stair_triangle_calc mod100; triangle_reverse_calc mod100		1033
eq	NOT_ENGINE_REPRODUCED	5	א	ragil=1	value also held by 29 corpus anchor(s) e.g. אבא(kadmi)	1033
eq	ENGINE_MATCH	14	חבד	gadol; ragil; siduri		1033
eq	NOT_ENGINE_REPRODUCED	7790	תשע	ragil=770	value not held by any corpus anchor	1473
eq	ENGINE_MATCH	333	החשך	ragil		1490
eq	ENGINE_MATCH	718	עני ורוכב על חמור"	gadol; ragil		1490
eq	ENGINE_MATCH	42	מ"ב	albam; gadol; ragil		1490
eq	ENGINE_MATCH	611	גמילות חסדים	ragil		139
eq	NOT_ENGINE_REPRODUCED	1441	דוד	ragil=14	value also held by 41 corpus anchor(s) e.g. אדם ישר(ribua_gadol)	175
eq	ENGINE_MATCH	70	סוד'	gadol; ragil		175
eq	NOT_ENGINE_REPRODUCED	70	ומצד שני ה'בלבול	ragil=575	value also held by 192 corpus anchor(s) e.g. אב(albam)	175
eq	ENGINE_MATCH	363	גיל פנצק	gadol; ragil		175
eq	ENGINE_MATCH	363	המשיח'	gadol; ragil		175
eq	ORTHOGRAPHIC_VARIANT_MATCH_ATTESTED	33	גג	ATTESTED_VARIANT «גוג» (kadmi)		1125
eq	ENGINE_MATCH	358	בראק אובאמה	gadol; ragil		1247
eq	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	776	אגב ערמונית	GOVERNED_ORTHOGRAPHIC_CANDIDATE «אגב ערמנית» (gadol)		1365
eq	ENGINE_MATCH	506	דעת	fn_milui_only		934
eq	NOT_ENGINE_REPRODUCED	506	הבית השלישי	ragil=1072	value also held by 106 corpus anchor(s) e.g. אות זין(ribua)	934
eq	NOT_ENGINE_REPRODUCED	248	בגימטריה	ragil=279	value also held by 70 corpus anchor(s) e.g. אברהם(ragil)	955
eq	NEAR_MISS_<=3	45	סוד ה"אדם	siduri=48(-3)	value also held by 180 corpus anchor(s) e.g. אב ואם(misratar)	1016
eq	ENGINE_MATCH	2008	עת להשליך אבנים"	gadol		1550
eq	SOURCE_NATIVE_VARIANT	2022	עת להשליך אבנים"	gadol+אותיות+כולל		1550
eq	NOT_ENGINE_REPRODUCED	702	כמניין שבת	ragil=882	value also held by 78 corpus anchor(s) e.g. אהיה שלח(atbash)	1196
eq	NOT_ENGINE_REPRODUCED	148	כמניין פסח	ragil=328	value also held by 126 corpus anchor(s) e.g. אל מול פני המנורה(siduri)	1237
eq	ENGINE_MATCH	776	מאה ארבעים ושמונה	ragil		1237
eq	ENGINE_MATCH	358	אובמה פיסבוק	misratar; mistater_calc; mistater_gadol_calc		1259
eq	NOT_ENGINE_REPRODUCED	71	גיל מדינת ישראל	ragil=1088	value also held by 140 corpus anchor(s) e.g. אבא דיצירה(siduri)	1493
eq	NOT_ENGINE_REPRODUCED	216	השנה הלועזית מרמזת על מידת הגבורה לגויים	ragil=2449	value also held by 137 corpus anchor(s) e.g. אות נון(albam)	1745
eq	NOT_ENGINE_REPRODUCED	2160	מכל האלהים כי בדבר אשר זדו עליהם"	ragil=1092	value also held by 25 corpus anchor(s) e.g. אין אהבה(miluy_demiluy)	1745
eq	NOT_ENGINE_REPRODUCED	358	פלא	ragil=111	value also held by 126 corpus anchor(s) e.g. אגוז לוז עצם לחיים(ragil)	1753
eq	ENGINE_MATCH	974	בינה מלאכותית	gadol; ragil		116
eq	NOT_ENGINE_REPRODUCED	974	תתקע"ד" התורה נבראה תתקע"ד דורות לפני בריאת	ragil=4221	value also held by 55 corpus anchor(s) e.g. אותיות העברית(albam)	116
eq	ENGINE_MATCH	424	חיות	gadol; ragil		171
eq	ENGINE_MATCH	424	משיח בןדוד	ragil		171
eq	ENGINE_MATCH	777	סוד השבת	gadol; ragil		1203
eq	ENGINE_MATCH	776	ערמונית	gadol; ragil		1370
eq	ENGINE_MATCH	776	תשע'ו	gadol; ragil		1370
eq	NOT_ENGINE_REPRODUCED	76	בן דויד כל הגאולה זה במספר זה	ragil=582	value also held by 162 corpus anchor(s) e.g. אבני אלגביש(siduri)	1370
eq	NOT_ENGINE_REPRODUCED	3267	קשת בענן שלוש ושישים מעלות	ragil=2820	value also held by 8 corpus anchor(s) e.g. אהבתי אותך יהוה(kadmi)	1404
eq	NOT_ENGINE_REPRODUCED	3267	אלף תשע מאות חמישים ואחד שנה לחורבן	ragil=2406	value also held by 8 corpus anchor(s) e.g. אהבתי אותך יהוה(kadmi)	1404
eq	NOT_ENGINE_REPRODUCED	24	סך מ"ב מסעות של עם ישראל	ragil=1679	value also held by 89 corpus anchor(s) e.g. אדום(siduri)	907
eq	NOT_ENGINE_REPRODUCED	42	סך מ"ב מסעות של עם ישראל	ragil=1679	value also held by 180 corpus anchor(s) e.g. אב הטומאה(siduri)	907
eq	NOT_ENGINE_REPRODUCED	40	כתר	ragil=620	value also held by 191 corpus anchor(s) e.g. אביי(ribua)	1070
eq	NOT_ENGINE_REPRODUCED	640	בידוד	ragil=26	value also held by 101 corpus anchor(s) e.g. אביטה(albam)	1070
eq	ENGINE_MATCH	71	חזון	ragil		1108
eq	ENGINE_MATCH	10	י	fn_milui_only; gadol; ragil; ribua; ribua_calc; ribua_gadol; ribua_gadol_calc; siduri; stair_triangle_calc; triangle_reverse_calc; triangle_		1425
eq	ENGINE_MATCH	776	שובו בנים שובבים"	ragil		1707
eq	NOT_ENGINE_REPRODUCED	424	וגם דונאלד טרמפ	ragil=473	value also held by 102 corpus anchor(s) e.g. אבל אשמים(ragil)	1235
eq	NOT_ENGINE_REPRODUCED	861	בדיוק כמניין בית המקדש	ragil=1163	value also held by 59 corpus anchor(s) e.g. אדיר(kadmi)	1281
eq	ENGINE_MATCH	2015	סעודת המשיח	miluy		1319
eq	ENGINE_MATCH	40	לוד	gadol; ragil		1438
eq	ENGINE_MATCH	40	חלב	gadol; ragil		1438
eq	NOT_ENGINE_REPRODUCED	233	רגל" תעניות	ragil=1169	value also held by 65 corpus anchor(s) e.g. אהב שלום(albam)	1558
eq	ENGINE_MATCH	566	ל וויתן כחול	ragil		1575
eq	ENGINE_MATCH	216	יראה"	gadol; ragil		1660
eq	ENGINE_MATCH	216	גבורה"	gadol; ragil		1660
eq	ENGINE_MATCH	190	ציפי	gadol; ragil		939
eq	NOT_ENGINE_REPRODUCED	190	קץ רמז לכך שבהגיע עת קץ	ragil=1557	value also held by 125 corpus anchor(s) e.g. אדמת קדש(albam)	939
eq	SYSTEM_LAW_APPLICATION	53	מלך המשיח	ragil mod100		1096
eq	NOT_ENGINE_REPRODUCED	1358	התשפא	ragil=786	value also held by 45 corpus anchor(s) e.g. אבשלום(ribua)	1421
eq	SYSTEM_LAW_APPLICATION	48	מלך משיח	ragil mod100		1673
table	NOT_ENGINE_REPRODUCED	3333	התגלותו של משיח בעתה – מילוי הגבוה -2015 רגיל	ragil=2375	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	המלכות האחרונה לבן דויד (משולש)	ragil=1558	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	י"ג תיקוני דיקנא (משולש)- 1118 -אחרי	ragil=1649	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	השכינה בט"ו ניסן חמשת אלפים שבע מאות שבעים ושש – מיקום האות 477 = בעתה	ragil=4418	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	SOURCE_NATIVE_VARIANT	3333	השכינה תשכן בבית המקדש השלישי	gadol+מילים		1289
table	NOT_ENGINE_REPRODUCED	3333	מלחמת גוג בראק אובאמה בישראל- אתב"ש	ragil=2134	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	בית המקדש השלשי ירד בניסן התשע"ו – מסתתר	ragil=3773	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	מלחמת גוג ומגוג תחל בשבע מאות שבעים וחמש – מסתתר גדול	ragil=3766	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	ENGINE_MATCH	3330	גאולת ישראל האחרונה השלמה בחמש שבע שבע שש	gadol; ragil		1289
table	NOT_ENGINE_REPRODUCED	3333	התגלות 120 358 – אותיות לפני (120 = אליהו הנביא – 358 = משיח)	ragil=2315	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	בשורת אליהו לצמח דוד בן ישי בעתה – אחרי גדול	ragil=2253	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	בית המקדש האחרון ירד מן השמים – רגיל ואתבש	ragil=2782	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	רוח א-להים- מילו דמילוי -434 אחרי	ragil=705	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	NOT_ENGINE_REPRODUCED	3333	השעה אלף מאתים שלושים ושבע – מילוי	ragil=2142	value also held by 13 corpus anchor(s) e.g. אני משיח אמיתי(kadmi)	1289
table	ENGINE_MATCH	1111	חכמת יהוה אינסופית	gadol; ragil		1309
table	ENGINE_MATCH	1111	יהו-ה מפליא לעשות בימינו	gadol; ragil		1309
table	NOT_ENGINE_REPRODUCED	1111	התגלות יהו-ה אלהי-נו בעת ההיא – אותיות לפני	ragil=2458	value also held by 97 corpus anchor(s) e.g. אברהם רחימא משה רחימא(ragil)	1309
table	ENGINE_MATCH	1111	שמחת המשיח	gadol; ragil		1309
table	ENGINE_MATCH	1111	המספר הגואל	miluy		1309
table	NOT_ENGINE_REPRODUCED	1111	עת גאולתך – מסתתר	ragil=2030	value also held by 97 corpus anchor(s) e.g. אברהם רחימא משה רחימא(ragil)	1309
table	ENGINE_MATCH	396	דויד בן ישי	ragil		1313
table	ENGINE_MATCH	396	הישועה	gadol; ragil		1313
table	ENGINE_MATCH	396	יהו-ה ומשיחו	gadol; ragil		1313
table	ENGINE_MATCH	396	הוא עבדו ∆	kadmi; kadmi_gadol		1313
table	NOT_ENGINE_REPRODUCED	396	היסח הדעת – את בש	ragil=1265	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	ENGINE_MATCH	396	גלוי סודו	ribua; ribua_calc; ribua_gadol; ribua_gadol_calc		1313
table	NOT_ENGINE_REPRODUCED	396	הגואל בעתה – לפני	ragil=692	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	NOT_ENGINE_REPRODUCED	396	רָנִּי וְשִׂמְחִי בַּת־צִיוֹן כִּי הִנְנִי־בָא וְשָֽׁכַנְתִּי בְתוֹכֵךְ נְאֻם־יְהוָֽה׃ – ניקוד –	ragil=None	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	ENGINE_MATCH	396	בא סוד יהוה ∆	kadmi; kadmi_gadol		1313
table	ENGINE_MATCH	396	יהו-ה שלם	ragil		1313
table	SOURCE_NATIVE_VARIANT	396	לא יאמינו – מילוי ללא מילה	gadol+מילים+כולל; ragil+מילים+כולל		1313
table	NOT_ENGINE_REPRODUCED	396	מייחל – 514 מילוי – רגיל ומסתתר 152	ragil=1543	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	NOT_ENGINE_REPRODUCED	396	הגואל בעתה – לפני	ragil=692	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	NOT_ENGINE_REPRODUCED	396	עת הגאולה – לפני	ragil=690	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	NOT_ENGINE_REPRODUCED	396	סוד משיח מספר מסתתר 5776 – מיקום האות	ragil=2516	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
table	NOT_ENGINE_REPRODUCED	396	דעת – מסתתר – רגיל 474 – לפני 363 – ריבוע 4340	ragil=2275	value also held by 138 corpus anchor(s) e.g. א אל אלי אליה אליהו(ribua)	1313
